id,start_date,motion:title,motion:number,motion:id,legislative_session:id,result,counts:option:yes,counts:option:no,counts:option:abstain,counts:number_of_people,counts:present
18296,12.12.2002,ke Zprávě o plnění rozpočtu hl. m. Prahy za 1. - 3. čtvrtletí 2002 a k úpravám rozpočtu vlastního hl (F),2.5,44,2,pass,42,0,22,70,64
18297,12.12.2002,k návrhu na změnu charakteru účelové dotace poskytnuté MČ Praha 5 (F),2.6,101,2,pass,58,0,4,70,62
18298,12.12.2002,"k návrhu vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl. m. Prahy, kterou se (F)",2.7,62,2,pass,51,0,0,70,51
18299,12.12.2002,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška číslo 55/2000 Sb., kterou (F)",2.8,16,2,pass,53,0,1,70,54
18300,12.12.2002,"k návrhu vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl. m. Prahy, kterou se (F)",2.9,83,2,pass,54,0,1,70,55
18301,12.12.2002,k návrhu na úplatný převod pozemku parc.č. 1683/7 v kat. území Hlubočepy (F),2.10,24,2,pass,54,0,0,70,54
18302,12.12.2002,k návrhu na schválení úplatného převodu pozemku parc.č. 2647/2 v kat. území Hloubětín (F),2.12,12,2,pass,56,0,0,70,56
18303,12.12.2002,k návrhu na schválení úplatného převodu vlastnictví pozemku č. parc. 2091 v katastrálním území (F),2.13,13,2,pass,59,0,1,70,60
18304,12.12.2002,k návrhu na schválení úplatného převodu části pozemku parcel. č. 2869/285 v k. ú. Krč (F),2.14,39,2,pass,59,0,1,70,60
18305,12.12.2002,"k návrhu úplatného převodu pozemků č. parc. 69/3 a 69/4, oba v k.ú. Hostivař (F)",2.15,1,2,pass,60,0,0,70,60
18306,12.12.2002,"k návrhu na úplatný převod pozemků parc.č. 153/5, 153/6, 153/7, 153/8, 153/9 a 153/20 kat.území (F)",2.16,997,2,pass,64,0,0,70,64
18307,12.12.2002,"k návrhu na úplatný převod pozemků parc.č. 3341/10, 3341/11, 3341/12, 3341/80 a 3341/82 k.ú. (F)",2.17,998,2,pass,64,0,0,70,64
18308,12.12.2002,k návrhu úplatného převodu objektu bývalé trafostanice s pozemkem parc.č. 4964 v k.ú. Smíchov (F),2.18,48,2,pass,62,0,0,70,62
18309,12.12.2002,k návrhu úplatného převodu pozemku č. parc. 2770/8 k.ú. Hostivař (F),2.19,64,2,pass,59,0,0,70,59
18310,12.12.2002,k návrhu úplatného převodu pozemku č. parc. 305/1 díl  a  v k.ú. Záběhlice (F),2.20,73,2,pass,58,1,1,70,60
18311,12.12.2002,"Návrh na výmaz podniku Československé automobilové opravny (ČSAO) Praha - Vršovice, státní podnik se (F)",2.21,38,2,pass,57,1,0,70,58
18312,12.12.2002,k návrhu na změnu zřizovací listiny příspěvkové organizace SEZAM (F),2.22,25,2,pass,57,0,1,70,58
18313,12.12.2002,k návrhu na změny zřizovacích listin příspěvkových organizací Správa pražských hřbitovů a Pohřební ú (F),2.23,46,2,pass,59,0,0,70,59
18314,12.12.2002,k návrhu změn zřizovacích listin příspěvkových organizací v působnosti OMT MHMP (F),2.24,19,2,pass,56,0,0,70,56
18315,12.12.2002,k návrhu na změnu zřizovacích listin příspěvkových organizací v působnosti RDO MHMP (F),2.25,33,2,pass,60,0,0,70,60
18316,12.12.2002,k návrhu změny Z 0165/02 Územního plánu sídelního útvaru hl.m.Prahy (F),2.26,61,2,pass,39,11,9,70,59
18317,12.12.2002,"k návrhu na bezúplatné nabytí věcí do vlastnictví hl..m. Prahy od Aral ČR a.s., B.H.Centrum a.s. a I (F)",2.27,27,2,pass,57,0,0,70,57
18318,12.12.2002,k návrhu na bezúplatné nabytí věcí do vlastnictví hl.m. Prahy od manželů Vladimíra a Aleny Prorokový (F),2.28,26,2,pass,57,0,0,70,57
18319,12.12.2002,k návrhu na bezúplatné nabytí vlastnictví pozemků a komunikací v k.ú. Krč hl.m. Praze ČR-Bytová sprá (F),2.29,28,2,pass,55,0,0,70,55
18320,12.12.2002,k návrhu na bezúplatné nabytí vlastnictví pozemků hl.m. Praze likvidátorem Státního statku hl.m. Pra (F),2.30,15,2,pass,56,0,0,70,56
18321,12.12.2002,k návrhu na majetkoprávní vypořádání pozemků parc.č. 4058/1 a 4058/2 v k.ú. Horní Počernice (F),2.31,20,2,pass,57,0,0,70,57
18322,12.12.2002,"k návrhu na majetkoprávní vypořádání id. 2/3 pozemku parc.č. 1216 v k.ú. Troja, pozemku parc.č. 710/ (F)",2.32,21,2,pass,54,0,0,70,54
18323,12.12.2002,"k návrhu na majetkoprávní vypořádání pozemků v k.ú. Libeň, Zbraslav (Klika A., Havel V., Šímová M., (F)",2.33,37,2,pass,56,0,0,70,56
18324,12.12.2002,"k majetkoprávnímu vypořádání pozemků v k.ú. Hlubočepy ve vlastnictví fyzické osoby, zastavěných (F)",2.34,23,2,pass,54,0,0,70,54
18325,12.12.2002,k návrhu na nabytí nemovitostí - pozemků a porostů do vlastnictví hl. m. Prahy za účelem investiční (F),2.35,29,2,pass,58,0,0,70,58
18326,12.12.2002,k návrhu na nabytí nemovitostí - pozemků do vlastnictví hl. m. Prahy za účelem investiční výstavby v (F),2.36,30,2,pass,59,0,0,70,59
18327,12.12.2002,k návrhu na revokaci usnesení Zastupitelstva HMP č.39/34 ze dne 7.3.2002 na schválení nemovitých (F),2.37,31,2,pass,60,0,0,70,60
18328,12.12.2002,k návrhu na uzavření splátkových dohod o úhradě dlužného nájemného s nájemci bytů ve vlastnictví hl. (F),2.38,9,2,pass,59,0,0,70,59
18329,12.12.2002,k zániku Městské hygienické stanice Praha ke dni 31.12.2002 (F),2.39,45,2,pass,56,0,2,70,58
18330,12.12.2002,k návrhu na výkup pozemku parc.č. 1254/4 v k.ú. Troja pro potřeby Pražské botanické zahrady (F),2.40,993,2,pass,54,0,3,70,57
18331,12.12.2002,k návrhu na zrušení usnesení zastupitelstva hl.m. Prahy č. 31/52 ze dne 28.6.2001 (F),2.41,22,2,pass,57,0,0,70,57
18332,12.12.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",2.42,32,2,pass,58,0,0,70,58
18333,12.12.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",2.43,50,2,pass,58,0,0,70,58
18334,12.12.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",2.44,51,2,pass,57,0,1,70,58
18335,12.12.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",2.45,59,2,pass,59,0,0,70,59
18336,12.12.2002,návrh na zrušení příspěvkové organizace Kolektory Praha ke dni 31.12.2002 (F),2.46,87,2,pass,60,0,0,70,60
18337,12.12.2002,k návrhu na bezúplatné nabytí majetku z vlastnictví společnosti Ústav pro ochranu zvířat JUDr. Dagma (F),2.47,90,2,pass,51,2,6,70,59
18338,19.12.2002,k záměru na přijetí úvěru od EIB ve výši 80 mil. EUR určeného na opravu pražského metra poškozeného (F),3.1,98,3,pass,60,0,0,70,60
18339,19.12.2002,k záměru na realizaci 1.emise dluhopisového programu (EMTN) o úhrnné výši 170 mil. EUR (F),3.2,99,3,fail,21,5,9,70,35
18340,19.12.2002,k záměru na realizaci 1.emise dluhopisového programu (EMTN) o úhrnné výši 170 mil. EUR (F),3.2,99,3,pass,46,11,5,70,62
18345,19.12.2002,"návrh rozpočtu vlastního hl.m.Prahy na rok 2003, rozpočtového výhledu do roku 2008 a dotačních vztah (F)",3.3,81,3,fail,25,18,21,70,64
18346,19.12.2002,"návrh rozpočtu vlastního hl.m.Prahy na rok 2003, rozpočtového výhledu do roku 2008 a dotačních vztah (F)",3.3,81,3,fail,25,11,28,70,64
18347,19.12.2002,"návrh rozpočtu vlastního hl.m.Prahy na rok 2003, rozpočtového výhledu do roku 2008 a dotačních vztah (F)",3.3,81,3,fail,24,15,27,70,66
18348,19.12.2002,"návrh rozpočtu vlastního hl.m.Prahy na rok 2003, rozpočtového výhledu do roku 2008 a dotačních vztah (F)",3.3,81,3,fail,7,21,38,70,66
18349,19.12.2002,"návrh rozpočtu vlastního hl.m.Prahy na rok 2003, rozpočtového výhledu do roku 2008 a dotačních vztah (F)",3.3,81,3,fail,34,7,26,70,67
18350,19.12.2002,"návrh rozpočtu vlastního hl.m.Prahy na rok 2003, rozpočtového výhledu do roku 2008 a dotačních vztah (F)",3.3,81,3,pass,58,1,8,70,67
18351,19.12.2002,"návrh rozpočtu vlastního hl.m.Prahy na rok 2003, rozpočtového výhledu do roku 2008 a dotačních vztah (F)",3.3,81,3,pass,44,13,9,70,66
18352,19.12.2002,"návrh rozpočtu vlastního hl.m.Prahy na rok 2003, rozpočtového výhledu do roku 2008 a dotačních vztah (F)",3.3,81,3,pass,44,11,11,70,66
18341,19.12.2002,k návrhu na změny účelu použití u grantových smluv o poskytnutí finančních příspěvků na kulturní pam (F),3.4,96,3,pass,49,0,1,70,50
18342,19.12.2002,k návrhu na navýšení rozpočtu vlastního hl.m.Prahy v roce 2002 o účelovou neinvestiční dotaci ze (F),3.5,109,3,pass,52,0,2,70,54
18343,19.12.2002,k návrhu na uvolnění finančních prostředků z rozpočtu hl.m. Prahy pro MČ Praha - Kolovraty formou (F),3.6,103,3,pass,54,0,0,70,54
18344,19.12.2002,"ke změně termínu splatnosti půjčky poskytnuté Kongresovému centru Praha, a.s. z rozpočtu hl.m. Prahy (F)",3.7,106,3,pass,36,15,3,70,54
18353,23.1.2003,k volbě přísedících Městského soudu v Praze (F),4.1,100,4,pass,48,1,0,70,49
18354,23.1.2003,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hlavního měs (F)",4.2,107,4,pass,58,0,0,70,58
18355,23.1.2003,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hlavního měs (F)",4.3,130,4,pass,58,0,0,70,58
18356,23.1.2003,k návrhu na zařazení výnosů daně z příjmů fyzických osob z podnikání a daně z nemovitostí převedenýc (F),4.4,116,4,pass,57,0,0,70,57
18357,23.1.2003,k záměru na přijetí úvěru od Státního fondu rozvoje bydlení (SFRB) (F),4.5,118,4,pass,60,0,0,70,60
18358,23.1.2003,k návrhu na udělení grantů hl. m. Prahy v oblasti kultury a umění na téma: Technické a materiální (F),4.6,91,4,pass,61,0,0,70,61
18359,23.1.2003,o postupu realizace odkupu rozestavěné části bytového komplexu TRIANGL hl.m. Prahou (F),4.7,117A,4,pass,41,14,11,70,66
18360,23.1.2003,"ke schválení návrhu Smlouvy o sdružení dle § 829 a násl. obč. zák. na akci  426 b.j. Chodovec, Praha (F)",4.8,126,4,pass,37,15,11,70,63
18361,23.1.2003,"k návrhu na schválení výkupu nemovitosti, která je nabývána do vlastnictví hl.m. Prahy za účelem (F)",4.9,75,4,pass,50,0,6,70,56
18362,23.1.2003,ke změně zřizovacích listin příspěvkové organizace Útvar rozvoje hlavního města Prahy (F),4.10,65,4,pass,59,0,0,70,59
18363,23.1.2003,"k návrhu na změny zřizovací listiny příspěvkové organizace IROP, inženýrská a realitní organizace Pr (F)",4.11,111,4,pass,61,0,0,70,61
18364,23.1.2003,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, (F)",4.12,53,4,pass,61,0,0,70,61
18365,23.1.2003,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška  č. 55/2000 Sb. hl.m. Prahy (F)",4.13,54,4,pass,62,0,0,70,62
18366,23.1.2003,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, (F)",4.14,114,4,pass,61,0,0,70,61
18367,23.1.2003,k návrhu změny zřizovací listiny Galerie hlavního města Prahy (F),4.15,113,4,pass,61,0,0,70,61
18368,23.1.2003,"k návrhu obecně závazné vyhlášky , kterou se mění obecně závazná vyhláška  č. 55/2000 Sb. hl.m. Prah (F)",4.16,124,4,pass,61,0,0,70,61
18369,23.1.2003,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, (F)",4.17,112,4,pass,61,0,0,70,61
18370,23.1.2003,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, (F)",4.18,41,4,pass,63,0,0,70,63
18371,23.1.2003,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, (F)",4.19,42,4,pass,64,0,0,70,64
18372,23.1.2003,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, (F)",4.20,43,4,pass,61,0,1,70,62
18373,23.1.2003,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška  č.55/2000 Sb. hl.m. Prahy, (F)",4.21,125,4,pass,64,0,0,70,64
18374,23.1.2003,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, (F)",4.22,94,4,pass,65,0,0,70,65
18375,23.1.2003,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, (F)",4.23,55,4,pass,63,0,1,70,64
18376,23.1.2003,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška  č. 55/2000 Sb. hl.m. (F)",4.24,56,4,pass,65,0,0,70,65
18377,23.1.2003,k návrhu úplatného převodu pozemků parc. č. 5638/5  a  parc. č. 5638/6 v k.ú. Záběhlice (F),4.25,7,4,pass,64,0,1,70,65
18378,23.1.2003,k návrhu úplatného převodu dílu  a  pozemku parc. č. 2078/313 v k.ú. Záběhlice (F),4.26,8,4,pass,66,0,0,70,66
18379,23.1.2003,"k návrhu na úplatný převod pozemků parc. č. 2732/12, 2732/14, 2730/36, 2730/38, 2730/29, 2730/37, 27 (F)",4.27,67,4,pass,65,0,2,70,67
18380,23.1.2003,"k návrhu úplatného převodu pozemků parc. č. 1437/2, 1437/3, 1437/4 a 296/18 v k.ú. Jinonice (F)",4.28,68,4,pass,65,0,0,70,65
18381,23.1.2003,k návrhu úplatného převodu pozemků parc. č. 1947/4 a 1947/5 v k.ú. Stodůlky (F),4.29,69,4,pass,64,0,0,70,64
18382,23.1.2003,k návrhu na schválení úplatného převodu vlastnictví pozemku parc.č. 404/1 v kat. území Malešice (F),4.30,74,4,pass,60,1,2,70,63
18383,23.1.2003,k návrhu  na prodej  pozemků parc. č. 538/2 až 538/11 zastavěných řadovými bytovými domy a pozemků (F),4.31,999,4,pass,63,0,1,70,64
18384,23.1.2003,"k návrhu na majetkoprávní vypořádání pozemku parc.č. 313/1, k.ú. Řepy ve spoluvlastnictví fyzických (F)",4.32,66,4,pass,65,0,1,70,66
18385,23.1.2003,"k návrhu na majetkoprávní vypořádání pozemků v k.ú. Stodůlky, Kamýk (Di Pedeová M., Fuksová B., (F)",4.33,79,4,pass,65,0,1,70,66
18386,23.1.2003,"k návrhu na nabytí nemovitostí ( 17 garáží a 8 pozemků ), nezbytných pro realizaci stavby č. 0065 St (F)",4.34,36,4,pass,66,0,1,70,67
18387,23.1.2003,k revokaci usnesení Zastupitelstva hl.m. Prahy č.41/29 ze dne 25.4.2002 ohledně změny kupní ceny za (F),4.35,60,4,pass,65,0,1,70,66
18388,23.1.2003,"k návrhu na bezúplatné nabytí věcí do vlastnictví hl.m. Prahy od SBD STAVEG, Ing. Chlum a syn spol. (F)",4.36,80,4,pass,65,0,0,70,65
18389,23.1.2003,k návrhu na výkup  pozemků parc. č. 1433/2 a 1433/3 v k. ú. Kunratice  za účelem investiční výstavby (F),4.37,52,4,pass,64,0,0,70,64
18390,23.1.2003,"k návrhu na výkup  1/5 pozemků parc.č.171/2, 171/3, 172/1 v k.ú. Modřany pro potřeby stavby  č. 9514 (F)",4.38,57,4,pass,63,0,0,70,63
18391,23.1.2003,k návrhu na schválení úplatného převodu lesního  pozemku parc.č .2092 k.ú.Hostivař z vlastnictví pan (F),4.39,78,4,pass,64,0,0,70,64
18392,23.1.2003,"k návrhu na rozpis závazných ukazatelů rozpočtu běžných výdajů na rok 2003 předškolních zařízení, šk (F)",4.40,108,4,pass,50,0,10,70,60
18393,27.2.2003,k volbě přísedících Městského soudu v Praze (F),5.1,163,5,pass,53,0,0,70,53
18394,27.2.2003,k návrhu na úpravu neinvestičního příspěvku PO a běžných výdajů Magistrátu hl. m. Prahy a Městské po (F),5.2,119,5,fail,8,16,25,70,49
18395,27.2.2003,k návrhu na úpravu neinvestičního příspěvku PO a běžných výdajů Magistrátu hl. m. Prahy a Městské po (F),5.2,119,5,pass,45,0,2,70,47
18396,27.2.2003,k návrhu na převedení nevyčerpaných finančních prostředků poskytnutých Ministerstvem pro místní (F),5.3,134,5,pass,48,0,0,70,48
18397,27.2.2003,návrh úpravy schváleného rozpočtu vlastního hl.m.Prahy na rok 2003 (F),5.4,149,5,pass,57,1,2,70,60
18398,27.2.2003,k převodu nevyčerpaných finančních prostředků z úvěru od EIB v r. 2002 určených na financování (F),5.5,150,5,pass,54,0,1,70,55
18399,27.2.2003,k návrhu na schválení emise obligací hl.m. Prahy v objemu 170 mil. EUR v rámci EMTN programu (dluhop (F),5.6,152,5,pass,46,9,7,70,62
18400,27.2.2003,k návrhu na uvolnění dotací městským částem hl. m. Prahy ve výši 148 306 tis. Kč k likvidaci následk (F),5.7,164,5,pass,58,0,0,70,58
18401,27.2.2003,k návrhu smlouvy na poskytnutí úvěru od EIB na provedení rekonstrukce a obnovy metra v důsledku zápl (F),5.8,165,5,pass,51,0,6,70,57
18402,27.2.2003,k návrhu na členství HMP v Asociaci krajů ČR (F),5.9,148,5,pass,55,0,0,70,55
18403,27.2.2003,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, (F)",5.10,121,5,pass,51,0,0,70,51
18404,27.2.2003,jmenování  zástupce HMP do  Řídícího a koordinačního výboru pro potřeby koordinace pomoci poskytovan (F),5.12,154,5,pass,50,0,6,70,56
18405,27.2.2003,k návrhu na udělení grantů hlavního města Prahy v oblasti kultury a umění v roce 2003 - 1.uzávěrka (F),5.13,146,5,pass,54,0,1,70,55
18406,27.2.2003,k návrhu na uvolnění finančních prostředků z rozpočtu hl.m.Prahy na rok 2003 z kapitoly 06 - kultura (F),5.14,120,5,pass,55,0,1,70,56
18407,27.2.2003,k návrhu na bezúplatné převedení majetku příspěvkové organizace Činoherní klub Praha  v souvislosti (F),5.15,137,5,pass,56,0,1,70,57
18408,27.2.2003,"k návrhu na změnu zřizovacích listin organizací odvětví kultury (NKP Vyšehrad, PIS, Městská knihovna (F)",5.16,138,5,pass,56,0,0,70,56
18409,27.2.2003,k ukončení činnosti a finančnímu vypořádání příspěvkové organizace Semafor Praha k 31.10.2002 (F),5.17,139,5,pass,58,0,0,70,58
18410,27.2.2003,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, (F)",5.18,40,5,pass,57,0,0,70,57
18411,27.2.2003,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, (F)",5.19,140,5,pass,57,0,0,70,57
18412,27.2.2003,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb.hl.m. Prahy, (F)",5.20,145,5,pass,55,0,0,70,55
18413,27.2.2003,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, (F)",5.21,122,5,pass,58,0,1,70,59
18414,27.2.2003,"k návrhu na schválení úplatného převodu id. 1/2 pozemku parcel. č. 1220/4 v k. ú. Troja o výměře 7,5 (F)",5.22,104,5,pass,58,1,0,70,59
18415,27.2.2003,k návrhu úplatného převodu pozemku parcel. č. 863 v k. ú. Staré Město o výměře 79 m2 z vlastnictví h (F),5.23,110,5,pass,60,0,0,70,60
18416,27.2.2003,"k návrhu na úplatný převod pozemku parc.č. 725 v k.ú. Koloděje,obec Praha o výměře 247 m2 do vlastni (F)",5.24,93,5,pass,56,1,0,70,57
18417,27.2.2003,k návrhu úplatného převodu pozemku č. parc. 2639/190 k.ú. Žižkov o výměře 18 m2 z vlastnictví HMP do (F),5.25,105,5,pass,57,0,2,70,59
18418,27.2.2003,"k návrhu na nabytí pozemků, nezbytných pro realizaci stavby č. 9524 - Strahovský tunel 3.stavba 5.et (F)",5.26,131,5,pass,61,0,0,70,61
18419,27.2.2003,"k návrhu schválení nemovité věci - pozemku, který je nabýván do vlastnictví hl.m. Prahy za účelem př (F)",5.27,142,5,pass,59,0,0,70,59
18420,27.2.2003,"k návrhu na bezúplatný převod pozemků parc.č. 4268/24, 4268/28, 4268/18 a 4268/33 v k.ú. Újezd nad L (F)",5.28,129,5,pass,59,0,0,70,59
18421,27.2.2003,k úhradě rozdílu daně z nemovitosti vykupovaného pozemku p.č. 1894/3 k.ú. Zbraslav v souvislosti s (F),5.29,135,5,pass,61,0,0,70,61
18422,27.2.2003,k návrhu na revokaci usnesení ZHMP č.35/53  ze dne 29.11.2001 na odkoupení 4 pozemků v k.ú. Smíchov (F),5.30,35,5,pass,58,0,1,70,59
18423,27.2.2003,k návrhu na změnu zřizovací listiny Institutu městské informatiky hl.m. Prahy (IMIP) (F),5.31,115,5,pass,59,0,1,70,60
18424,27.2.2003,"k návrhu na určení zástupců hl.m. Prahy na valných hromadách akciových společností, ve kterých má (F)",5.32,161,5,pass,53,0,5,70,58
18425,27.2.2003,k Dlouhodobému záměru vzdělávání a rozvoje výchovně vzdělávací soustavy v hlavním městě Praze (F),5.33,153,5,pass,50,0,7,70,57
18426,27.2.2003,k návrhu obecně závazné vyhlášky hlavního města Prahy o aktualizaci cenové mapy stavebních pozemků n (F),5.34,166,5,pass,53,0,2,70,55
18427,27.3.2003,k volbě přísedících Městského soudu v Praze (F),6.1,199,6,pass,55,0,0,70,55
18428,27.3.2003,k návrhu na navýšení rozpočtu výdajů hlavního města Prahy na rok 2003 z finančních rezerv v kapitole (F),6.2,230,6,pass,54,0,7,70,61
18429,27.3.2003,k návrhu na navýšení rozpočtu výdajů hlavního města Prahy na rok 2003 z finančních rezerv v kapitole (F),6.2,230,6,pass,52,1,6,70,59
18430,27.3.2003,k návrhu na navýšení rozpočtu výdajů hlavního města Prahy na rok 2003 z finančních rezerv v kapitole (F),6.2,230,6,pass,57,0,5,70,62
18431,27.3.2003,k návrhu na navýšení rozpočtu výdajů hlavního města Prahy na rok 2003 z finančních rezerv v kapitole (F),6.2,230,6,pass,51,0,12,70,63
18432,27.3.2003,k návrhu na navýšení rozpočtu výdajů hlavního města Prahy na rok 2003 z finančních rezerv v kapitole (F),6.2,230,6,pass,50,1,13,70,64
18433,27.3.2003,k návrhu na navýšení rozpočtu výdajů hlavního města Prahy na rok 2003 z finančních rezerv v kapitole (F),6.2,230,6,pass,54,0,10,70,64
18434,27.3.2003,k návrhu na navýšení rozpočtu vlastního hl.m. Prahy o finanční prostředky z výnosu emise obligací hl (F),6.3,236,6,pass,51,0,8,70,59
18435,27.3.2003,"k návrhu přijetí úvěru od Státního fondu rozvoje bydlení ve výši 500 mil.CZK, určeného na opravy a m (F)",6.4,228,6,pass,57,0,3,70,60
18436,27.3.2003,"k návrhu na poskytnutí neinvestiční dotace Kongresovému centru Praha, a.s. z rozpočtu hl.m. Prahy (F)",6.5,198,6,pass,41,7,14,70,62
18437,27.3.2003,uvolnění finančních prostředků z rozpočtu hl.m.Prahy - kap. 02 formou dotace na investiční akce měst (F),6.6,212,6,pass,58,0,1,70,59
18438,27.3.2003,k poskytnutí účelové investiční dotace MČ Praha 4 na výstavbu dětského dopravního hřiště ZŠ (F),6.7,181,6,pass,55,0,3,70,58
18439,27.3.2003,k návrhu na navýšení rozpočtu vlastního hl.m. Prahy v roce 2003 o účelovou investiční dotaci ze SFDI (F),6.8,175,6,pass,61,0,0,70,61
