"id","legislative_session:number","motion:title","number","result","start_date","start_time"
"27zmh_2014/h059","27","53. Návrh úprav rozpoètu III. na rok 2014","59","SCHVÁLENO","22.9.2014","15:19:17"
"27zmh_2014/h060","27","54. Mikroregion ermanické a Tìrlické pøehrady","60","SCHVÁLENO","22.9.2014","15:20:00"
"27zmh_2014/h061","27","55. Zelené terasy, a.s. - pøihláška pohledávky","61","SCHVÁLENO","22.9.2014","15:20:44"
"27zmh_2014/h062","27","56. Zmìna zøizovací listiny pøíspìvkové organizac","62","SCHVÁLENO","22.9.2014","15:21:25"
"27zmh_2014/h063","27","57. Doplnìní zkrácenıch názvù do zøizovacích","63","SCHVÁLENO","22.9.2014","15:21:57"
"27zmh_2014/h064","27","58. Zmìna názvu pøíspìvkové organizace mìsta Haví","64","SCHVÁLENO","22.9.2014","15:22:29"
"27zmh_2014/h065","27","59. Obecnì závazná vyhláška o stanovení systému","65","SCHVÁLENO","22.9.2014","15:23:18"
"27zmh_2014/h066","27","60. Obecnì závazná vyhláška, kterou se mìní a dop","66","SCHVÁLENO","22.9.2014","15:24:02"
"27zmh_2014/h067","27","61. Obecnì závazná vyhláška o stanovení podmínek","67","SCHVÁLENO","22.9.2014","15:24:45"
"27zmh_2014/h068","27","62. Rozhodnutí o poøízení zmìny Územního plánu","68","SCHVÁLENO","22.9.2014","15:30:00"
"27zmh_2014/h069","27","63. Návrh obecnì závazné vyhlášky","69","SCHVÁLENO","22.9.2014","15:31:12"
"27zmh_2014/h070","27","64. Návrh obecnì závazné vyhlášky","70","SCHVÁLENO","22.9.2014","15:32:05"
"27zmh_2014/h071","27","65. Poskytnutí penìitıch zápùjèek na vıstavbu","71","SCHVÁLENO","22.9.2014","15:32:43"
"27zmh_2014/h072","27","66. Stínost p. Tomáše Rejèe","72","SCHVÁLENO","22.9.2014","15:35:21"
"27zmh_2014/h073","27","67. Podání - &quot;Petice nádraí Havíøov&quot;","73","SCHVÁLENO","22.9.2014","15:36:03"
"27zmh_2014/h074","27","68. Poskytnutí vìcnıch darù z fondu primátora","74","SCHVÁLENO","22.9.2014","15:36:45"
"27zmh_2014/h075","27","69. Informativní zpráva z jednání øádné VH Depos","75","SCHVÁLENO","22.9.2014","15:37:25"
"27zmh_2014/h076","27","70. Informativní zpráva o èinnosti FV ZMH","76","SCHVÁLENO","22.9.2014","15:38:11"
"27zmh_2014/h077","27","71. Informativní zpráva o èinnosti KV ZMH","77","SCHVÁLENO","22.9.2014","15:38:56"
"27zmh_2014/h078","27","72. Informativní zpráva o èinnosti vedení mìsta","78","SCHVÁLENO","22.9.2014","15:39:38"
"27zmh_2014/h079","27","73. Udìlení Ocenìní mìsta Havíøova a Ceny mìsta","79","SCHVÁLENO","22.9.2014","15:40:44"
"27zmh_2014/h020","27","19. Prodej èásti pozemku parc.è. 113/1","20","NESCHVÁLENO","22.9.2014","13:31:01"
"26zmh_2014/h001","26","01. Schválení pøedsednictva 26. zasedání ZMH","1","SCHVÁLENO","23.6.2014","8:13:48"
"26zmh_2014/h003","26","02. Schválení programu 26. zasedání ZMH dne 23.6.","3","SCHVÁLENO","23.6.2014","8:21:09"
"26zmh_2014/h004","26","03. Urèení ovìøovatelù zápisu o prùbìhu 26. ZMH","4","SCHVÁLENO","23.6.2014","8:22:36"
"26zmh_2014/h005","26","04. Ovìøení zápisu z 25. zasedání ZMH, konaného","5","SCHVÁLENO","23.6.2014","8:25:06"
"26zmh_2014/h007","26","05. Kontrola plnìní usnesení ZMH","7","SCHVÁLENO","23.6.2014","8:27:22"
"26zmh_2014/h008","26","06. Zpráva Policie ÈR o situaci v oblasti","8","SCHVÁLENO","23.6.2014","8:37:44"
"26zmh_2014/h009","26","07. Èerpání Fondu pro zvıšení bezpeènosti","9","SCHVÁLENO","23.6.2014","8:38:23"
"26zmh_2014/h010","26","08. Poskytnutí slevy z nájemného u bytù","10","SCHVÁLENO","23.6.2014","8:39:08"
"26zmh_2014/h011","26","09. Hospodáøská èinnost mìsta Havíøova r. 2014","11","SCHVÁLENO","23.6.2014","8:40:30"
"26zmh_2014/h012","26","10. Zámìr prodeje èásti pozemku parc.è. 2270/9","12","SCHVÁLENO","23.6.2014","8:41:09"
"26zmh_2014/h013","26","11. Zámìr prodeje pozemku pod stavbou garáe","13","SCHVÁLENO","23.6.2014","8:41:47"
"26zmh_2014/h014","26","12. Zámìr prodeje pozemku parc.è. 1406/1","14","SCHVÁLENO","23.6.2014","8:42:27"
"26zmh_2014/h015","26","13. Zámìr darovat veøejné èástí kanalizaèních","15","SCHVÁLENO","23.6.2014","8:43:09"
"26zmh_2014/h016","26","14. Zámìr smìny pozemkù a zøízení pozemkové","16","SCHVÁLENO","23.6.2014","8:43:54"
"26zmh_2014/h017","26","15. Prodeje pozemkù pod stavbami garáí","17","SCHVÁLENO","23.6.2014","8:44:31"
"26zmh_2014/h018","26","16. Prodej pozemku parc.è. 2573/4, k.ú. Dolní Suc","18","SCHVÁLENO","23.6.2014","8:45:11"
"26zmh_2014/h019","26","17. Prodej pozemku parc.è. 2517/1, k.ú. Bludovice","19","SCHVÁLENO","23.6.2014","8:45:52"
"26zmh_2014/h020","26","18. Prodej èásti pozemku parc.è. 249,","20","SCHVÁLENO","23.6.2014","8:46:33"
"26zmh_2014/h021","26","19. Prodej pozemku parc.è. 366/3,","21","SCHVÁLENO","23.6.2014","8:47:15"
"26zmh_2014/h022","26","21. Prodej èásti nemovité vìci","22","SCHVÁLENO","23.6.2014","8:48:04"
"26zmh_2014/h023","26","22. Nabídka na odkoupení pozemku parc.è. 1891/4","23","SCHVÁLENO","23.6.2014","8:48:49"
"26zmh_2014/h024","26","23. Vıkup pozemku k. ú. Prostøední Suchá","24","SCHVÁLENO","23.6.2014","8:49:29"
"26zmh_2014/h025","26","24. Odkoupení nemovité vìci - budovy è.e. 47","25","SCHVÁLENO","23.6.2014","8:50:13"
"26zmh_2014/h026","26","26. Vıkup pozemku v k.ú. Dolní Datynì","26","SCHVÁLENO","23.6.2014","8:51:02"
"26zmh_2014/h027","26","27. Nabídka na odkoupení pozemku parc.è. 1698/1","27","SCHVÁLENO","23.6.2014","8:52:34"
"26zmh_2014/h028","26","28. Zøízení pozemkové sluebnosti k pozemkùm","28","SCHVÁLENO","23.6.2014","8:53:16"
"26zmh_2014/h029","26","29. Vypoøádání dokonèenıch stok v rámci stavby","29","SCHVÁLENO","23.6.2014","8:53:59"
"26zmh_2014/h030","26","30. Smluvní vztahy pro úèely realizace stavby","30","SCHVÁLENO","23.6.2014","8:54:45"
"26zmh_2014/h031","26","31. Uzavøení Dodatku è. 1 k Dohodì","31","SCHVÁLENO","23.6.2014","8:55:29"
"26zmh_2014/h032","26","32. Smlouva o spolupráci mezi statutárním mìstem","32","SCHVÁLENO","23.6.2014","9:15:10"
"26zmh_2014/h033","26","33. Pøedání dlouhodobého majetku k hospodaøení","33","SCHVÁLENO","23.6.2014","9:16:50"
"26zmh_2014/h034","26","34. Zapojení schválené neinvestièní rozpoètové","34","SCHVÁLENO","23.6.2014","9:17:31"
"26zmh_2014/h035","26","35. Zmìna pouití schválené jmenovité investièní","35","SCHVÁLENO","23.6.2014","9:18:11"
"26zmh_2014/h036","26","36. Budoucí financování studia &quot;Akademie III","36","SCHVÁLENO","23.6.2014","9:20:37"
"26zmh_2014/h037","26","37. Návrh na poskytnutí dotací z vıdajové èásti","37","SCHVÁLENO","23.6.2014","9:25:13"
"26zmh_2014/h038","26","38. Návrh na poskytnutí dotací","38","SCHVÁLENO","23.6.2014","9:27:04"
"26zmh_2014/h039","26","39. Návrh na poskytnutí dotací z rozpoètu","39","SCHVÁLENO","23.6.2014","9:28:15"
"26zmh_2014/h041","26","40. Návrh na poskytnutí dotace z rozpoètu","41","SCHVÁLENO","23.6.2014","9:30:04"
"26zmh_2014/h042","26","20. Prodej nemovité vìci - pozemku parc. è. 2324","42","SCHVÁLENO","23.6.2014","9:38:30"
"26zmh_2014/h043","26","41. Návrh úprav schváleného rozpoètu OJ 10","43","SCHVÁLENO","23.6.2014","9:39:17"
"26zmh_2014/h044","26","42. Poskytnutí investièní dotace v roce 2014","44","SCHVÁLENO","23.6.2014","9:40:23"
"26zmh_2014/h045-1","26","43. Koncepce rozvoje školství v Havíøovì","45","SCHVÁLENO","23.6.2014","9:48:15"
"26zmh_2014/h045-2","26","26. zasedání Zastupitelstva mìsta Havíøova   43. Koncepce rozvoje školství v Havíøovì","46","SCHVÁLENO","23.6.2014","9:49:00"
"26zmh_2014/h047","26","44. Zásady pro oceòování obèanù mìsta Havíøova","47","SCHVÁLENO","23.6.2014","9:50:53"
"26zmh_2014/h049","26","45. Vıjimka z nejnišího poètu ákù pro ZŠ Selská","49","SCHVÁLENO","23.6.2014","9:59:26"
"26zmh_2014/h051","26","46. Komunitní plán sociálních slueb","51","SCHVÁLENO","23.6.2014","12:35:53"
"26zmh_2014/h052","26","47. Závìreènı úèet mìsta Havíøova","52","SCHVÁLENO","23.6.2014","12:37:52"
"26zmh_2014/h053","26","48. Vyúètování hospodaøení mìstem zøízenıch p.o.","53","SCHVÁLENO","23.6.2014","12:39:04"
"26zmh_2014/h054","26","49. Návrh úprav rozpoètu II. na rok 2014","54","SCHVÁLENO","23.6.2014","12:39:56"
"26zmh_2014/h055","26","50. Plnìní rozpoètu mìsta Havíøova","55","SCHVÁLENO","23.6.2014","12:41:18"
"26zmh_2014/h056","26","51. Úvìrovı rámec - finanèní toky","56","SCHVÁLENO","23.6.2014","12:43:50"
"26zmh_2014/h057","26","52. Dodatek è. 2 k Dohodì","57","SCHVÁLENO","23.6.2014","12:44:24"
"26zmh_2014/h058","26","53. Dodatek è. 3 ke Smlouvì","58","SCHVÁLENO","23.6.2014","12:45:04"
"26zmh_2014/h059","26","54. Stavba è. 10052 &quot;Dopravní terminál Havíøov&quot;","59","SCHVÁLENO","23.6.2014","12:48:59"
"26zmh_2014/h060","26","55. Rozpis závazného ukazatele vıdajù rozpoètu","60","SCHVÁLENO","23.6.2014","12:49:38"
"26zmh_2014/h061","26","56. Stavba è. 2093 &quot;Chodník podél komunikace I/11","61","SCHVÁLENO","23.6.2014","12:50:23"
"26zmh_2014/h062","26","57. Dodatek è. 2 k Dohodì","62","SCHVÁLENO","23.6.2014","12:51:04"
"26zmh_2014/h063","26","58. Informativní zpráva o skuteèném stavu","63","SCHVÁLENO","23.6.2014","12:51:44"
"26zmh_2014/h064","26","59. Svazek mìst a obcí okresu Karviná","64","SCHVÁLENO","23.6.2014","12:52:22"
"26zmh_2014/h065","26","60. Zelené terasy, a.s. - øešení vzájemnıch","65","SCHVÁLENO","23.6.2014","12:53:35"
"26zmh_2014/h066","26","61. KIC Odpady, a.s. - informace","66","SCHVÁLENO","23.6.2014","12:54:20"
"26zmh_2014/h067","26","62. ÈSAD Havíøov a.s. - poskytnutí druhé èásti","67","SCHVÁLENO","23.6.2014","12:59:47"
"26zmh_2014/h068","26","63. Havíøovská teplárenská spoleènost, a.s.","68","SCHVÁLENO","23.6.2014","13:00:31"
"26zmh_2014/h069","26","64. Technické sluby Havíøov a.s.","69","SCHVÁLENO","23.6.2014","13:01:14"
"26zmh_2014/h070","26","65. ZÁMEK Havíøov, s.r.o. - zmìna spoleèenské","70","SCHVÁLENO","23.6.2014","13:01:51"
"26zmh_2014/h072","26","66. ZÁMEK Havíøov, s.r.o. - skonèení vıkonu","72","SCHVÁLENO","23.6.2014","13:04:07"
"26zmh_2014/h073","26","67. Mìstská realitní agentura, s.r.o.- zmìna","73","SCHVÁLENO","23.6.2014","13:05:00"
"26zmh_2014/h074","26","68. Rozhodnutí o poøízení zmìny Územního plánu","74","SCHVÁLENO","23.6.2014","13:05:33"
"26zmh_2014/h075","26","69. Poskytnutí penìitıch zápùjèek","75","SCHVÁLENO","23.6.2014","13:06:25"
"26zmh_2014/h076","26","70. Stínost p. Tomáše Rejèe","76","SCHVÁLENO","23.6.2014","13:07:12"
"26zmh_2014/h077","26","71. Písemnost adresovaná zastupitelstvu","77","SCHVÁLENO","23.6.2014","13:17:54"
"26zmh_2014/h078","26","72. Poèet èlenù zastupitelstva","78","SCHVÁLENO","23.6.2014","13:18:39"
"26zmh_2014/h079","26","73. Poadavek na zmìnu OZV è. 6/2013","79","SCHVÁLENO","23.6.2014","13:19:18"
"26zmh_2014/h080","26","74. Informativní zpráva o èinnosti KV ZMH","80","SCHVÁLENO","23.6.2014","13:20:03"
"26zmh_2014/h081","26","75. Informativní zpráva o èinnosti vedení mìsta","81","SCHVÁLENO","23.6.2014","13:22:39"
"26zmh_2014/h082","26","76. Zrušení usnesení zastupitelstva ZMH 25/33","82","SCHVÁLENO","23.6.2014","13:37:45"
"26zmh_2014/h050","26","25. Odkoupení areálu hotelového domu Merkur","50","NESCHVÁLENO","23.6.2014","11:46:12"
"25zmh_2014/h001","25","01. Schválení pøedsednictva 25. zasedání ZMH dne","1","SCHVÁLENO","7.4.2014","13:04:52"
"25zmh_2014/h002","25","02. Schválení programu 25. zasedání ZMH dne 7.4.2","2","SCHVÁLENO","7.4.2014","13:09:50"
"25zmh_2014/h003","25","03. Urèení ovìøovatelù zápisu o prùbìhu 25. zased","3","SCHVÁLENO","7.4.2014","13:12:17"
"25zmh_2014/h004","25","04. Ovìøení zápisu z 24. zasedání ZMH, konaného","4","SCHVÁLENO","7.4.2014","13:13:42"
"25zmh_2014/h005","25","05. Kontrola plnìní usnesení ZMH","5","SCHVÁLENO","7.4.2014","13:22:44"
"25zmh_2014/h006","25","06. Zásady hospodaøení s majetkem mìsta","6","SCHVÁLENO","7.4.2014","13:28:51"
"25zmh_2014/h007","25","25. zasedání Zastupitelstva mìsta Havíøova    07. Zámìr prodeje pozemku parc.è. 366/3, k.ú.","7","SCHVÁLENO","7.4.2014","13:29:33"
"25zmh_2014/h008","25","08. Zámìr prodeje pozemku parc.è. 2573/4, k.ú. Do","8","SCHVÁLENO","7.4.2014","13:30:43"
"25zmh_2014/h009","25","28. Vıstavba &quot;Centra bydlení pro seniory&quot;","9","SCHVÁLENO","7.4.2014","14:00:05"
"25zmh_2014/h010","25","09. Zámìr prodeje pozemkù pod stavbami garáí","10","SCHVÁLENO","7.4.2014","14:00:52"
"25zmh_2014/h011","25","10. Zámìr prodeje èásti pozemku parc.è. 1327, k.ú","11","SCHVÁLENO","7.4.2014","14:01:31"
"25zmh_2014/h012","25","11. Zámìr prodeje pozemku parc.è. 2517/1, k.ú. Bl","12","SCHVÁLENO","7.4.2014","14:02:06"
"25zmh_2014/h013","25","12. Zámìr prodeje èásti pozemku parc.è. 249, k.ú","13","SCHVÁLENO","7.4.2014","14:02:38"
"25zmh_2014/h014","25","13. Zámìr prodeje nemovitostí bıvalé základní ško","14","SCHVÁLENO","7.4.2014","14:03:15"
"25zmh_2014/h015","25","14. Zámìr prodeje èásti nemovité vìci - zastavìné","15","SCHVÁLENO","7.4.2014","14:03:58"
"25zmh_2014/h016","25","15. Zámìr darovat veøejné èásti kanalizaèních pøí","16","SCHVÁLENO","7.4.2014","14:04:35"
"25zmh_2014/h017","25","16. Zámìr darovat veøejné èásti kanalizaèních pøí","17","SCHVÁLENO","7.4.2014","14:05:19"
"25zmh_2014/h018","25","17. Zámìr smìny èástí pozemkù parc.è. 1327 a parc","18","SCHVÁLENO","7.4.2014","14:05:55"
"25zmh_2014/h019","25","18. Prodej pozemkù parc.è. 2709, parc.è. 2710 a è","19","SCHVÁLENO","7.4.2014","14:06:29"
"25zmh_2014/h020","25","19. Prodej nemovité vìci - pozemku parc. è. 2538/","20","SCHVÁLENO","7.4.2014","14:07:31"
"25zmh_2014/h021","25","20. Prodej èásti pozemku parc.è. 113/1, k.ú. Blu","21","SCHVÁLENO","7.4.2014","14:10:37"
"25zmh_2014/h022","25","21. Prodej èásti pozemku parc.è. 306, k.ú. Bludo","22","SCHVÁLENO","7.4.2014","14:11:13"
"25zmh_2014/h023","25","22. Prodej pozemku parc.è. 1629/52, k.ú. Bludovic","23","SCHVÁLENO","7.4.2014","14:11:52"
"25zmh_2014/h024","25","23. Prodej pozemkù parc.è. 1629/50 a 1629/102,","24","SCHVÁLENO","7.4.2014","14:12:25"
"25zmh_2014/h025","25","24. Prodej pozemku parc.è. 1535/44, k.ú. Šumbark","25","SCHVÁLENO","7.4.2014","14:13:02"
"25zmh_2014/h026","25","25. Demolice obytného domu ul. Obráncù míru","26","SCHVÁLENO","7.4.2014","14:13:46"
"25zmh_2014/h027","25","26. Smluvní vztahy pro úèely realizace stavby","27","SCHVÁLENO","7.4.2014","14:14:23"
"25zmh_2014/h028","25","27. Smluvní vztahy pro úèely realizace stavby","28","SCHVÁLENO","7.4.2014","14:15:03"
"25zmh_2014/h029","25","29. Pøevod èásti pozemku parc.è. 1231/38","29","SCHVÁLENO","7.4.2014","14:15:47"
"25zmh_2014/h030","25","30. Nabídka na odkoupení pozemkù v k.ú. Prostøed","30","SCHVÁLENO","7.4.2014","14:18:23"
"25zmh_2014/h031","25","31. Odkoupení areálu hotelového domu Merkur, vèet","31","SCHVÁLENO","7.4.2014","14:20:16"
"25zmh_2014/h032","25","33. ádost o zmìnu podmínek kupní smlouvy - spol.","32","SCHVÁLENO","7.4.2014","14:21:01"
"25zmh_2014/h033","25","34. Smìna èásti pozemku parc. è. 1707/1","33","SCHVÁLENO","7.4.2014","14:38:54"
"25zmh_2014/h034","25","35. Odstoupení paní Michaely Olšarové","34","SCHVÁLENO","7.4.2014","14:39:37"
"25zmh_2014/h035","25","36. Nabytí vlastnictví nemovitıch vìcí v polyfunk","35","SCHVÁLENO","7.4.2014","14:40:16"
"25zmh_2014/h036","25","37. Úplatnı pøevod technické infrastruktury v lok","36","SCHVÁLENO","7.4.2014","14:40:56"
"25zmh_2014/h037","25","38. Majetkoprávní vypoøádání staveb a pozemkù","37","SCHVÁLENO","7.4.2014","14:41:29"
"25zmh_2014/h038","25","39. Vypoøádání dokonèenıch stok v rámci stavby","38","SCHVÁLENO","7.4.2014","14:42:01"
"25zmh_2014/h039","25","40. Zøízení vìcného bøemene ve prospìch statutárn","39","SCHVÁLENO","7.4.2014","14:42:38"
"25zmh_2014/h040","25","41. Udìlení souhlasu TJ Start Havíøov","40","SCHVÁLENO","7.4.2014","14:43:12"
"25zmh_2014/h041","25","42. Zapojení schválené neinvestièní rozpoètové","41","SCHVÁLENO","7.4.2014","14:43:48"
"25zmh_2014/h042","25","43. Poskytnutí dotace na provoz soukromé mateøské","42","SCHVÁLENO","7.4.2014","14:44:31"
"25zmh_2014/h043","25","44. Poskytnutí dotace na rok 2014 Nemocnici","43","SCHVÁLENO","7.4.2014","14:45:09"
"25zmh_2014/h044","25","45. Vyúètování poskytnutıch dotací z rozpoètu","44","SCHVÁLENO","7.4.2014","14:45:44"
"25zmh_2014/h053","25","46. Návrh na poskytnutí dotací z rozpoètu mìsta H","53","SCHVÁLENO","7.4.2014","15:16:19"
"25zmh_2014/h054","25","47. Návrh úprav rozpoètu I. na rok 2014 - rozpoèt","54","SCHVÁLENO","7.4.2014","15:18:31"
"25zmh_2014/h055","25","48. Plnìní rozpoètu mìsta Havíøova a hospodáøské","55","SCHVÁLENO","7.4.2014","15:20:37"
"25zmh_2014/h056","25","49. Monitoring hospodaøení obcí","56","SCHVÁLENO","7.4.2014","15:21:46"
"25zmh_2014/h057","25","50. Roèní monitorovací zpráva o postupu realizace","57","SCHVÁLENO","7.4.2014","15:22:26"
"25zmh_2014/h058","25","51. Roèní monitorovací zpráva o postupu realizace","58","SCHVÁLENO","7.4.2014","15:23:09"
"25zmh_2014/h059","25","52. Informativní zpráva o skuteèném stavu podanıc","59","SCHVÁLENO","7.4.2014","15:23:54"
"25zmh_2014/h060","25","53. Stavba è. 13058 &quot;Rekonstrukce objektu LUNA","60","SCHVÁLENO","7.4.2014","15:24:29"
"25zmh_2014/h061","25","54. Odkanalizování Havíøova - èásti mìsta Bludovi","61","SCHVÁLENO","7.4.2014","15:25:12"
"25zmh_2014/h062","25","55. Smluvní vztahy pro úèely vybudování kanalizaè","62","SCHVÁLENO","7.4.2014","15:25:45"
"25zmh_2014/h063","25","56. Obecnì závazná vyhláška k regulaci hluènıch è","63","SCHVÁLENO","7.4.2014","15:26:31"
"25zmh_2014/h064","25","57. Opatøení obecné povahy - Územní plán Havíøov","64","SCHVÁLENO","7.4.2014","15:27:29"
"25zmh_2014/h065","25","58. Èerpání Fondu pro zvıšení bezpeènosti","65","SCHVÁLENO","7.4.2014","15:28:18"
"25zmh_2014/h066","25","59. Zmìna obsahu zøizovací listiny pøíspìvkové or","66","SCHVÁLENO","7.4.2014","15:29:33"
"25zmh_2014/h067","25","60. Poskytnutí penìitıch zápùjèek na vıstavbu ka","67","SCHVÁLENO","7.4.2014","15:30:18"
"25zmh_2014/h068","25","61. Stínost p. Tomáše Rejèe","68","SCHVÁLENO","7.4.2014","15:31:05"
"25zmh_2014/h069","25","62. Prodej a nákup cisternové automobilové støíka","69","SCHVÁLENO","7.4.2014","15:32:32"
"25zmh_2014/h070","25","63. Informativní zpráva o èinnosti vedení mìsta","70","SCHVÁLENO","7.4.2014","15:33:13"
