id,legislative_session:number,start_date,item:number,motion:title,
1026,1,2010-12-15,,ZMě vydává Obecně závaznou vyhlášku č. 3/2010 o místním poplatku za provozovaný výherní hrací přístroj nebo jiné technické herní zařízení povolené Ministerstvem financí podle jiného právního předpisu.,
1027,1,2010-12-15,,ZMě vydává Obecně závaznou vyhlášku č. 4/2010 o místním poplatku ze psů.,
1028,1,2010-12-15,,ZMě vydává Obecně závaznou vyhlášku č. 5/2010 o místním poplatku za užívání veřejného prostranství.,
1029,1,2010-12-15,,"ZMě schvaluje V souladu s ust. Zákona č. 128/2000 Sb., o obcích (obecní zřízení) v platném znění § 84 odst. 2 písm. t) poskytování cestovních náhrad členům zastupitelstva obce a to dle Směrnice Města Horní Benešov č. 7/2010 o účetnictví čl. 13 - Cestovní náhrady",
1030,1,2010-12-15,,"ZMě schvaluje V souladu s ust. Zákona č. 128/2000 Sb., o obcích (obecní zřízení) v platném znění § 84 odst. 2 písm. u) o peněžitých plněních poskytovaných fyzickým osobám, které nejsou členy zastupitelstva obce, o odměně za výkon funkce členů výborů s účinností od 1.1.2011 a to ve výši 200,- Kč měsíčně a s možností další odměny dle ročního vyhodnocení do celkové částky 3000,- Kč.",
1031,1,2010-12-15,,ZMě deleguje Starostu města p. Michala Blažka a místostarostu města Ing. Jaroslava Strmisku zastupováním města na valných hromadách společnosti VaK Bruntál a.s. do roku 2014 včetně.,
1032,1,2010-12-15,,ZMě schvaluje Aktualizaci rozpočtového výhledu do roku 2017 v předloženém znění.,
1033,1,2010-12-15,,"ZMě schvaluje Rozpočtové opatření dle důvodové zprávy, kterým se zvyšují běžné příjmy na položce 4116 Neinv.přij.transfery od krajů o 35 000,- Kč a zvyšují běžné výdaje na položce 5410 Sociální dávky o 35 000,- Kč.",
1034,1,2010-12-15,,"ZMě schvaluje Rozpočtové opatření dle důvodové zprávy, kterým se snižují běžné výdaje na paragrafu 3639 Komunální služby o 63 200,- Kč a zvyšují běžné výdaje na paragrafu 3399 Ost. záležitosti kultury o 63 200,- Kč.",
1035,1,2010-12-15,,"ZMě schvaluje Rozpočtové opatření dle důvodové zprávy, kterým se snižují příjmy na položce 1112 Daň z příjmu FO ze sam.výděl.činnosti o 220 000,- Kč, na položce 1121 Daň z příjmu právnických osob o 200 000,- Kč, na položce 2321 Přijaté neinv.dary o 1 000,- Kč, na položce 4116 Ost.neinv.přij.dotace ze SR o 55 002,- Kč a zvyšují příjmy na položce 1111 Daň z příjmu FO ze závislé činnosti o 200 000,- Kč, na položce 1113 Daň z příjmu FO zvláštní sazby o 50 000,- Kč, na položce 1211 Daň z přídané hodnoty o 500 000,- Kč, na položce 1332 Poplatky za zneč.ovzduší o 1 500,- Kč, na položce 1333 Poplatky za uložení odpadů o 318 000,- Kč, na položce 1361 Správní poplatky o 60 000,- Kč, na položce 2111 Příjmy z poskyt.služeb o 29 809,- Kč, na položce 2310 Příjmy z prodeje krátkod.maj. o 2 210,- Kč, na položce 4121 Neinv.přijaté transfery od obcí o 11 936,- Kč, na položce 4213 Inv.přijaté transfery od stát.fondů o 116 598,85 Kč, na položce 4216 Ost.inv.transfery ze stát.rozpočtu o 39 926, Kč a snižuje tř.8 financování na položce 8115 Změna stavu krátk.prostředků na účtech o 853 978,24 Kč.",
1036,1,2010-12-15,,"ZMě bere na vědomí  Zápis revizní a kontrolní komise Mikroregionu Slezská Harta, ze dne 31.8.2010, 12.10. 2010 a 2.12.2010.",
1037,1,2010-12-15,,ZMě schvaluje Výpočet ceny za stočné dle cenových předpisů pro rok 2011,
1038,1,2010-12-15,,"ZMě pověřuje Starostu jednáním se zástupci Moravskoslezského kraje na převod nemovitosti č.p. 428, pozemku p.č. 637 a části pozemku p.č. 428 v k.ú. Horní Benešov do výše maximálně XX a to ve dvou splátkách.",
1039,1,2010-12-15,,ZMě schvaluje Opatření ke snížení finančních nákladů na provoz Společenského domu spočívající v odpojení nevyužívaných prostor od topného systému a to od 3.1.2011.,
2001,2,2011-03-02,,"ZMě schvaluje Ověřovatele zápisu z 3. zasedání ZMě v Horním Benešově p. Richarda Košuta a Mgr. Františka Klecha, zapisovatelku p. Adélu Bendovou.",
2002,2,2011-03-02,,"ZMě schvaluje Návrhovou komisi pro 2. zasedání ZMě v Horním Benešově ve složení Mgr. Miroslava Chudíková, p. Jaroslav Žerotínský, p. Pavel Jachymčák.",
2003,2,2011-03-02,,ZMě schvaluje Program 3. zasedání ZMě v Horním Benešově včetně jeho změn.,
2004,2,2011-03-02,,"ZMě schvaluje Prodej pozemku p.č. 14/1 druh pozemku zastavěná plocha a nádvoří o výměře 1142 m2 k.ú. Horní Benešov panu XX, bytem XX, 793 12 Horní Benešov za dohodnutou kupní cenu 67623,- Kč,-, kupní cena je splatná při podpisu kupní smlouvy, náklady spojené s převodem hradí kupující, daň z převodu hradí město, v kupní ceně není započtena odměna za vyhotovení kupní smlouvy.",
2005,2,2011-03-02,,"ZMě schvaluje Bezúplatné zřízení věcného břemene přístupu a příjezdu pro část pozemku p.č. 14/1 druh pozemku zastavěná plocha a nádvoří o výměře 1142 m2 k.ú. Horní Benešov vyznačenou geometrickým plánem č. 635-84/2010 potvrzeným Katastrálním úřadem pro MSK Katastrálním pracovištěm v Bruntále dne 14.12.2010 pod č. 985/2010 pro vlastníka nemovitosti č.p. 27 na pozemku p.č. 13, pozemku p.č. 13, pozemku p.č. 14/3 a dále garáže na pozemku p.č. 14/2 a pozemku p.č. 14/2 v k.ú. Horní Benešov.",
2006,2,2011-03-02,,"ZMě schvaluje Prodej pozemku 14/3 druh pozemku ostatní plocha, jiná plocha o výměře 69 m2 k.ú. Horní Benešov panu XX, bytem XX, 793 12 Horní Benešov za dohodnutou kupní cenu 4086,- Kč,-, kupní cena je splatná při podpisu kupní smlouvy, náklady spojené s převodem hradí kupující, daň z převodu hradí město, v kupní ceně není započtena odměna za vyhotovení kupní smlouvy.",
2007,2,2011-03-02,,"ZMě schvaluje Úhradu mimořádného příspěvku Euroregionu Praděd ve výši max. 414 EUR, tj. 3 % ze získané finanční dotace projektu ,,Česko-polské sportovně kulturní dny“ reg.č.CZ.3. 22/3.3. 07/10.02046 a současně pověřuje starostu podpisem této dohody.",
2008,2,2011-03-02,,"ZMě souhlasí s vyplácením měsíčních odměn a příplatků dle usnesení č. 6/1.10.1. – ZM ze dne 6.11. 2010, měsíční odměny a příplatky jsou v souladu s Přílohou č. 1 Nařízení 375/2010 ze dne 17. prosince 2010, kterým se mění nařízení vlády č. 37/2003 Sb., o odměnách za výkon funkce členům zastupitelstev ve znění pozdějších předpisů.",
2009,2,2011-03-02,,,
2010,2,2011-03-02,,ZMě ukládá Starostovi oslovit projekční kanceláře na zpracování studie či PD k územnímu řízení pro stavební povolení v nezbytně nutné podobě (s rozpočtem) a to pro rekonstrukci současného Společenského domu a pro stavbu nového Společenského domu.,
2011,2,2011-03-02,,"ZMě schvaluje Zveřejnění záměru prodat pozemek p.č. 600/6 druh pozemku ostatní plocha, zeleň o výměře 60 m2 v k.ú. Horní Benešov.",
2012,2,2011-03-02,,"ZMě schvaluje  Podání žádosti o dotaci v rámci programu Prevence kriminality Moravskoslezského kraje na rok 2011, a to na ,,Vybudování dětských koutků “ a zajistí vlastní prostředky ve výši min. 10 % z celkových nákladů na tento projekt.",
2013,2,2011-03-02,,ZMě neschvaluje Záměr prodeje nemovitosti č.p. Opavská 20 v k.ú. Horní Benešov.,
2014,2,2011-03-02,,"ZMě neschvaluje Zveřejnění záměru prodat část pozemku p.č. 662 druh pozemku ostatní plocha, zeleň v k.ú. Horní Benešov a vyhotovení GP dle přílohy.",
2015,2,2011-03-02,,ZMě schvaluje Zveřejnění záměru prodat pozemek p.č. 1262/2 druh pozemku zahrada o výměře 49 m2 v k.ú. Horní Benešov,
2016,2,2011-03-02,,ZMě neschvaluje Zpětné odkoupení pozemků p.č. 1290/2 a p.č. 1291/2 v k.ú. Horní Benešov.,
2017,2,2011-03-02,,"ZMě schvaluje Dle zákona 128/2000 Sb., o obcích (obecních zřízeních) v platném znění poskytnutí neinvestiční dotace z rozpočtu města Horní Benešov vyčleněné na podporu zájmové a sportovní činnosti v roce 2010 a to dle návrhu komise pro školství, kulturu a tělovýchovu podle platných Pravidel pro poskytování dotací Města Horní Benešov na podporu sportovních, kulturních a zájmových aktivit.",
2018,2,2011-03-02,,"ZMě schvaluje Odkoupení bytové jednotky č. 494/7 domu Svobody 494, podílu 91/1000 na společných částech domu čp. 494 na pozemku p.č. 115 a podílu 91/1000 pozemku p.č. 115 druh pozemku zast. plocha a nádvoří o výměře 232 m2 v k.ú. Horní Benešov od paní XX a pana XXX, oba trvale bytem Horní Benešov, XX za celkovou kupní cenu 276 800,- Kč, část kupní ceny ve výši 170 163,- Kč bude uhrazena na účet Exekutorského úřadu Přerov, část kupní ceny ve výši 106 637,-Kč bude uhrazena na účet Společenství Svobody 494, Horní Benešov se sídlem Horní Benešov, Svobody 494, PSČ 793 12, IČ: 27833909 a pověřuje starostu podpisem kupní smlouvy.",
3001,3,2011-10-26,1,"ZMě schvaluje Ověřovatele zápisu z 8. zasedání ZM  v Horním Benešově: PharmDr. Táňa Adamcová, Ing. Jaroslav Strmiska, zapisovatel p. Adéla Bendová.",
3002,3,2011-10-26,1,"ZMě schvaluje Návrhovou komisi pro 8. zasedání ZM  v Horním Benešově ve složení: p. Pavel Jachymčák, Mgr. Miroslava Chudíková, p. Ludmila Klichová.",
3003,3,2011-10-26,1,ZMě schvaluje Program 8. zasedání ZMě  v Horním Benešově  včetně  jeho změn.,
3004,3,2011-10-26,4,"ZMě potvrzuje Platnost Smlouvy o budoucí smlouvě  o zřízení věcného břemene  číslo IV-12-8006373/001 mezi Městem Horní Benešov a společností  ČEZ Distribuce, a.s., se sídlem Děčín IV, Podmokly, Teplická 874/8, PSČ 405 05, IČ 24729035, zastoupenou společností ENPRO Energo s.r.o. se sídlem Sokolská 137/45, 757 01 Valašské Meziříčí, IČ 28628250 týkající se stavby: „Horní Benešov, 18 BJ, rozš. kNN“.",
3005,3,2011-10-26,5,ZMě schvaluje Zveřejnění záměru prodeje  části pozemku p. č. 1287 druh pozemku zastavěná plocha a nádvoří v k.ú. Horní Benešov dle přílohy.,
3006,3,2011-10-26,6,ZMě schvaluje Zveřejnění záměru prodat  část pozemku p.č . 1015 druh pozemku zastavěná plocha a nádvoří v k.ú. Horní Benešov a vyhotovení GP dle přílohy.,
3007,3,2011-10-26,8,"ZMě schvaluje Smlouvu o zřízení věcného břemene mezi společností VaK Bruntál a.s., tř. Práce 42, 792 01 Bruntál, IČ: 476 758 61 a Městem Horní Benešov, týkající se stavby ,,Výměna vodovodu Horní Benešov-ul. Ke Mlýnu“ na pozemku p. č. 1373 v k. ú. Horní Benešov a pověřuje starostu podpisem této smlouvy.",
3008,3,2011-10-26,10,"ZMě schvaluje Darovací smlouvu  č. DS-BR-104-11-Vym mezi Městem Horní Benešov a  Ředitelstvím silnic a dálnic  ČR, Na Pankráci 546/56, 140 00 Praha 4 – Nusle, IČ: 659 933 90 a pověřuje starostu podpisem smlouvy.",
3009,3,2011-10-26,11,"ZMě neschvaluje Uzavření Dohody o přenechání předluženého dědictví k úhradě dluhů, značka Nd 171/2008.",
3010,3,2011-10-26,12,"ZMě schvaluje Poskytnutí finančního příspěvku obč. sdružení MAS Nízký Jeseník, o.s., Masarykova 32, 793 12 Horní Benešov, IČ: 270 152 03 ve výši 40.300,- Kč, což  činí 4% odsouhlasené finanční dotace projektu 'Oprava ohradní zdi na městském hřbitově' a pověřuje starostu podpisem Dohody o poskytnutí mimořádného  členského příspěvku.",
3011,3,2011-10-26,13,"ZMě pověřuje Starostu a místostarostu připravit podklady pro výzvu ,, Podpora výstavby podporovaných bytů pro rok 2012“.",
3012,3,2011-10-26,13,ZMě pověřuje Starostu a místostarostu prověřit další možnosti přípravy podkladů  pro dotační titul ze SFŽP – zateplení budovy I. stupně ZŠ.,
4001,4,2011-12-14,1,"ZMě schvaluje Ověřovatele zápisu z 9. zasedání ZMě v Horním Benešově: Mgr. Miroslava Chudíková, p. Ludmila Klichová, zapisovatel p. Adéla Bendová.",
4002,4,2011-12-14,1,"ZMě schvaluje Návrhovou komisi pro 9. zasedání ZMě v Horním Benešově ve složení: PharmDr. Táňa Adamcová , p. Dalibor Bártek, p. Jana Valasová",
4003,4,2011-12-14,1,ZMě schvaluje Program 9. zasedání ZMě v Horním Benešově včetně jeho změn.,
4004,4,2011-12-14,5,ZMě schvaluje Zveřejnění záměru prodat části pozemků p.č. 860 druh pozemku trvalý travní porost a p.č. 2141/5 druh pozemku orná půda v k.ú. Horní Benešov a vyhotovení GP dle přílohy.,
4005,4,2011-12-14,6,ZMě schvaluje Zveřejnění záměru prodat pozemek p.č. 1459 druh pozemku zahrada o výměře 407 m2 v k.ú. Horní Benešov.,
4006,4,2011-12-14,7,ZMě schvaluje Zveřejnění záměru prodat pozemek p.č. 44 druh pozemku orná půda o výměře 234 m2 v k.ú. Horní Benešov.,
4007,4,2011-12-14,8,"ZMě neschvaluje Zveřejnění záměru prodat pozemek p.č. 440/1 druh pozemku ostatní plocha, zeleň o výměře 201 m2 v k.ú. Horní Benešov.",
4008,4,2011-12-14,9,"ZMě schvaluje Smlouvu o zřízení věcného břemene číslo IP-12-8007155 se společností ČEZ Distribuce, a.s., Děčín 4, Teplická 874/8, PSČ 405 02, IČ:24729035 týkající se stavby: „Horní Benešov, p.č. 1193, XXX, příp. kNN“ na pozemcích p.č. 1194/1 a p.č. 1195 v k.ú. Horní Benešov a pověřuje starostu podpisem této smlouvy.",
4009,4,2011-12-14,10,"ZMě schvaluje Zveřejnění záměru prodat pozemek p.č. 1533 druh pozemku ostatní plocha, ostatní komunikace o výměře 138 m2 v k.ú. Horní Benešov.",
4010,4,2011-12-14,11,"ZMě schvaluje Zveřejnění záměru prodat část pozemku p.č. 28 druh pozemku ostatní plocha, ostatní komunikace v k.ú. Horní Benešov a vyhotovení GP dle přílohy",
4011,4,2011-12-14,12,"ZMě schvaluje Rozpočet Města Horní Benešov (včetně přílohy č. 1 – rozpočet účelových fondů) na rok 2012 ve výši 45 494 900,- Kč.",
4012,4,2011-12-14,13,ZMě schvaluje Aktualizaci rozpočtového výhledu Města Horní Benešov do roku 2017 v předloženém znění.,
4013,4,2011-12-14,14,"ZMě vydává Obecně závaznou vyhlášku č. 2/2011 o stanovení veřejně přístupných míst, na kterých je provozování výherních hracích přístrojů včetně interaktivních terminálů zakázáno.",
4014,4,2011-12-14,15,ZMě vydává Obecně závaznou vyhlášku 3/2011 o nakládání s odpady.,
4015,4,2011-12-14,16,"ZMě vydává Obecně závaznou vyhlášku 4/2011 o místním poplatku za provoz systému shromažďování sběru, přepravy, třídění, využívání a odstraňování komunálních odpadů.",
4016,4,2011-12-14,17,ZMě schvaluje Převod dlouhodobého majetku do správy příspěvkové organizace Základní školy a Mateřské školy Horní Benešov dle předloženého protokolu.,
5001,5,2012-01-11,1,"ZMě schvaluje Ověřovatele zápisu z 10. zasedání ZMě v Horním Benešově: Mgr. František Klech, p. Ludmila Klichová, zapisovatel p. Adéla Bendová.",
5002,5,2012-01-11,1,"ZMě schvaluje Návrhovou komisi pro 10. zasedání ZMě v Horním Benešově ve složení: Ing. Jaroslav Strmiska, Mgr. Miroslava Chudíková, Ing. Jiří Uvíra.",
5003,5,2012-01-11,1,ZMě schvaluje Program 10. zasedání ZMě v Horním Benešově včetně jeho změn.,
5004,5,2012-01-11,4,"ZMě schvaluje Projektovou dokumentací stavby ,, Revitalizace území po důlní činnosti v k.ú. Horní Benešov – Cyklostezky“ k územnímu řízení předloženou na základě plné moci firmou INKOS – Ostrava, a.s. Havlíčkovo nábřeží 22, 702 52 Ostrava, IČ: 48394637.",
5005,5,2012-01-11,5,ZMě schvaluje Dodatek č. 1 ke „Kupní smlouvě a dohodě o uznání vlastnického práva“ ev.č. 02396/2011/IM ze dne 13.10.2011 a pověřuje starostu podpisem tohoto dodatku.,
5006,5,2012-01-11,5,ZMě schvaluje Kupní smlouvu na převod pozemku p.č. 638/1 druh pozemku zahrada o výměře 2496 m2 v k.ú. Horní Benešov mezi Moravskoslezským krajem a Městem Horní Benešov a pověřuje starostu podpisem této smlouvy.,
5007,5,2012-01-11,6,"ZMě schvaluje Dle zákona 128/2000 Sb., o obcích (obecních zřízeních) v platném znění poskytnutí neinvestiční dotace z rozpočtu města Horní Benešov vyčleněné na podporu zájmové a sportovní činnosti v roce 2012 a to dle návrhu komise pro školství, kulturu a tělovýchovu podle platných Pravidel pro poskytování dotací Města Horní Benešov na podporu sportovních, kulturních a zájmových aktivit.",
6001,6,2012-02-15,1,"ZMě schvaluje Ověřovatele zápisu z 11. zasedání ZMě v Horním Benešově: p. Zdeněk Horsák, p. Richard Košut, zapisovatel p. Adéla Bendová.",
6002,6,2012-02-15,1,"ZMě schvaluje Návrhovou komisi pro 11. zasedání ZMě v Horním Benešově ve složení: Mgr. Miroslava Chudíková, p. Pavel Jachymčák, Mgr. František Klech.",
6003,6,2012-02-15,1,ZMě schvaluje Program 11. zasedání ZMě v Horním Benešově.,
6004,6,2012-02-15,2,ZMě schvaluje Smlouvu o zřízení věcných břemen na pozemcích p.č. 1096 a p.č. 2396 v k.ú. Horní Benešov dle GP č. 658-124/2011 a pověřuje starostu podpisem této smlouvy.,
6005,6,2012-02-15,3,"ZMě schvaluje Poskytnutí finančního příspěvku ve výši 222 EUR, který činí 3% odsouhlasené finanční dotace na projekt 'Česko-polské dny přátelství'.",
6006,6,2012-02-15,4,ZMě neschvaluje Záměr prodeje pozemku p.č. 1203 druh pozemku trvalý travní porost o výměře 2703 m2 v k.ú. Horní Benešov.,
6007,6,2012-02-15,5,ZMě schvaluje Zveřejnění záměru prodat pozemek p.č. 1042 druh pozemku zahrada o výměře 304 m2 v k.ú. Horní Benešov.,
6008,6,2012-02-15,6,"ZMě schvaluje Podání žádosti o dotaci v rámci programu Podpora bydlení, který je vyhlášen Ministerstvem pro místní rozvoj ČR na vybudování 8 bytových jednotek podporovaného bydlení, tedy na akci „Bj- 8 PČB – Horní Benešov“. Zavazuje se tak k tomu, že v případě poskytnutí dotace Město Horní Benešov zajistí dofinancování celé akce.",
6009,6,2012-02-15,7,"ZMě schvaluje Vzdání se práva a prominutí pohledávek (dle zák. 128/200 Sb., o obcích, v platném znění) nad 20.000,- Kč/dlužníka dle návrhu ze dne 26.1.2012 vůči Městu Horní Benešov.",
6010,6,2012-02-15,8,"ZMě vydává Dodatek č. 4 Zřizovací listiny Základní školy a Mateřské školy Horní Benešov, okres Bruntál, příspěvková organizace, IČ: 750 262 52.",
6011,6,2012-02-15,9,"ZMě schvaluje Prodej pozemku p.č. 1459 druh pozemku zahrada o výměře 407 m2 v k.ú. Horní Benešov panu XXX, bytem Horní Benešov, XXX za cenu určenou znaleckým posudkem, tj. 12 660,- Kč, kupní cena je splatná při podpisu kupní smlouvy, náklady spojené s převodem hradí kupující, daň z převodu hradí město.",
6012,6,2012-02-15,10,"ZMě schvaluje Kupní smlouvu na nákup pozemků p. č. 836 o výměře 230 m2, p. č. 2137 o výměře 175 m2, p. č. 2139/2 o výměře 148 m2, p. č. 835 o výměře 2105 m2 a p. č. 837/2 o výměře 261 m2, všechny pozemky trvalý travní porost v k.ú. Horní Benešov od paní XXX, bytem Horní Benešov, XXX a pověřuje starostu podpisem této kupní smlouvy.",
6013,6,2012-02-15,11,"ZMě schvaluje Převod částí pozemků p. č. 2094/1, 2094/3, 2113,2140 a 2091/1 v k. ú. Horní Benešov z Pozemkového fondu ČR na Město Horní Benešov nutných pro stavbu „Obnovení dopravní komunikace v k. ú. Horní Benešov“ dle platných právních předpisů bezúplatně či úplatně a pověřuje starostu jednáním v této záležitosti včetně podpisu příslušných smluv.",
6014,6,2012-02-15,12,ZMě schvaluje Převod části pozemku p. č. 2364/6 (dle GP č. 662-78/2011 nově vzniklá parcela č. 2364/35) v k. ú. Horní Benešov z Pozemkového fondu ČR na Město horní Benešov nutného pro stavbu „cyklostezky – trasy B“ v k. ú. Horní Benešov dle platných právních předpisů bezúplatně či úplatně a pověřuje starostu jednáním v této záležitosti včetně podpisu příslušných smluv.,
9001,9,2012-08-29,1,"ZMě schvaluje Ověřovatele zápisu z 14. zasedání ZMě v Horním Benešově: Mgr. František Klech, p. Ludmila Klichová, zapisovatel p. Adéla Bendová.",
9002,9,2012-08-29,1,"ZMě schvaluje Návrhovou komisi pro 14. zasedání ZMě v Horním Benešově ve složení: Ing. Jaroslav Strmiska, p. Richard Košut, p. Jana Valasová",
9003,9,2012-08-29,1,ZMě schvaluje Program 14. zasedání ZMě v Horním Benešově včetně změny.,
9004,9,2012-08-29,4,"ZMě schvaluje Přijetí dotace v celkové výši 600.000 Kč, tj. 45,69 % z celkových nákladů na projekt „DOKONČENÍ REKONSTRUKCE MATEŘSKÉ ŠKOLY“ a pověřuje starostu podpisem Smlouvy o poskytnutí dotace z rozpočtu Moravskoslezského kraje.",
9005,9,2012-08-29,5,"ZMě schvaluje Podání Žádosti v rámci ROP, oblast podpory 2.3 Podpora využívání brownfields na nemovitost Strmá č.p. 182, k.ú. Horní Benešov.",
11001,11,2012-10-08,1,"ZMě schvaluje Ověřovatele zápisu z 15. zasedání ZMě v Horním Benešově: p. Mgr. Miroslava Chudíková, p.Mgr. František Klech, zapisovatel p. Adéla Bendová.",
11002,11,2012-10-08,1,"ZMě schvaluje Návrhovou komisi pro 15. zasedání ZMě v Horním Benešově ve složení: p. Jaroslav Žerotínský, p. Dalibor Bártek, p. Jana Valasová.",
11003,11,2012-10-08,1,ZMě schvaluje Program 16. zasedání ZMě v Horním Benešově.,
11004,11,2012-10-08,4,"ZMě schvaluje Rozpočtové opatření dle důvodové zprávy, kterým se zvyšují příjmy na položce 2132 Příjmy z pronájmu ost.nemovitostí o 498 800,- Kč, na položce 3112 Příjmy z prodeje ost.nemovitostí o 122 080,- Kč, na položce 2310 Příjmy z prodeje krátkodobého maj. o 88 000,- Kč a zvyšují výdaje na paragrafu 6409 Ostatní činnosti o 708 880,- Kč.",
11005,11,2012-10-08,5,"ZMě schvaluje Rozpočtové opatření dle důvodové zprávy, kterým se zvyšují příjmy na položce 4134 Převody z rozpočtových účtů o 370 000,- Kč a zvyšují výdaje na paragrafu 6330 Převody vlastním fondům o 370 000,- Kč. ",
11006,11,2012-10-08,6,"ZMě schvaluje Rozpočtové opatření dle důvodové zprávy, kterým se zvyšují příjmy na položce 1333 Poplatky za uložení odpadů o 1 500 000,- Kč a zvyšují výdaje na paragrafu 3113 Základní školy o 1 500 000,- Kč. ",
