id,start_date,motion:title,motion:number,motion:id,legislative_session:id,result,counts:option:yes,counts:option:no,counts:option:abstain,counts:number_of_people,counts:present
32607,18.12.2014,k návrhu na schválení uzavření smluv o zřízení věcného břemene,10,Z-3048,2,pass,61,0,2,65,63
32609,18.12.2014,k úpravě rozpočtu hl.m. Prahy v souvislosti s implementací Operačního programu Praha - Adaptabilita v roce 2014,11,Z-3103,2,pass,56,0,7,65,63
32611,18.12.2014,"k návrhu rozpočtového provizoria vlastního hl. m. Prahy na rok 2015, k finančním vztahům hl. m. Prahy k městským částem hl. m. Prahy na rok 2015 a ke vztahům hl. m. Prahy k příspěvkovým organizacím",12,Z-3087,2,pass,40,0,24,65,64
32613,18.12.2014,"k návrhu na dofinancování dotace poskytované městským částem hl. m. Prahy z finančních prostředků obdržených jako odvod z  loterií dle § 41i odst. 1 písm. b) zákona o loteriích a jiných podobných hrách, ve znění zákona č. 458/2011 Sb., do stanoveného ročního limitu",13,Z-3105,2,pass,44,0,19,65,63
32615,18.12.2014,k návrhu na poskytnutí účelové investiční dotace městské části Praha 14 na vrub kapitoly 1016 - rezerva na spolufinancování projektů EU/EHP rozpočtu hlavního města Prahy,14,Z-3005,2,pass,60,0,4,65,64
32617,18.12.2014,procedurální návrh na sloučení úvodního slova pod poř. č. 9/2. - 9/5.,,,2,pass,64,,,65,64
32619,18.12.2014,k návrhu na poskytnutí účelové investiční dotace MČ Praha - Satalice na vrub kapitoly 1016 - rezerva na spolufinancování projektů EU/EHP rozpočtu hlavního města Prahy,15,Z-3091,2,pass,64,0,1,65,65
32621,18.12.2014,k návrhu na poskytnutí účelové investiční dotace městské části Praha - Běchovice na vrub kapitoly 1016 - rezerva na spolufinancování projektů EU/EHP rozpočtu hlavního města Prahy,16,Z-3097,2,pass,64,0,1,65,65
32623,18.12.2014,k návrhu na poskytnutí účelové investiční dotace městské části Praha - Slivenec na vrub kapitoly 1016 - rezerva na spolufinancování projektu EU/EHP rozpočtu hlavního města Prahy,17,Z-3060,2,pass,65,0,0,65,65
32625,18.12.2014,k návrhu na poskytnutí účelové investiční dotace MČ Praha - Libuš na vrub kapitoly 1016 - rezerva na spolufinancování projektů EU/EHP rozpočtu hlavního města Prahy,18,Z-3116,2,pass,65,0,0,65,65
32627,18.12.2014,k návrhu ke změně účelu části neinvestiční dotace poskytnuté MČ Praha 20 v roce 2014 na základě usnesení ZHMP 39/20 ze dne 29.5.2014,19,Z-3057,2,pass,64,0,1,65,65
32629,18.12.2014,"k návrhu na nesouhlas s uzavřením smlouvy o zřízení věcného břemene se společností Pražská teplárenská, a.s.",20,Z-3028,2,pass,57,0,6,65,63
32631,18.12.2014,k návrhu na zrušení usnesení Zastupitelstva č. 30/80 ze dne 20.6.2013 ve věci směny pozemků v k. ú. Liboc a Ruzyně za účelem majetkoprávního vypořádání podílového spoluvlastnictví mezi Ondřejem Daczickým a hl.m. Prahou,21,Z-3036,2,pass,58,0,6,65,64
32633,18.12.2014,"k návrhu na uzavření bezúplatných smluv o zřízení služebnosti umístění veřejného osvětlení, světelného signalizačního zařízení a vodovodu",22,Z-3095,2,pass,58,0,7,65,65
32635,18.12.2014,k návrhu obecně závazné vyhlášky hlavního města Prahy o aktualizaci cenové mapy stavebních pozemků na území hl.m. Prahy pro rok 2015,23,Z-3077,2,pass,58,0,5,65,63
32637,18.12.2014,k určení zástupců a náhradníků za zástupce hl. m. Prahy na valných hromadách akciových společností v majetkovém portfoliu hl. m. Prahy,24,Z-3109,2,fail,24,28,11,65,63
32639,18.12.2014,k určení zástupců a náhradníků za zástupce hl. m. Prahy na valných hromadách akciových společností v majetkovém portfoliu hl. m. Prahy,24,Z-3109,2,fail,8,10,42,65,60
32641,18.12.2014,k určení zástupců a náhradníků za zástupce hl. m. Prahy na valných hromadách akciových společností v majetkovém portfoliu hl. m. Prahy,24,Z-3109,2,pass,36,17,12,65,65
32643,18.12.2014,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, kterou se vydává Statut hlavního města Prahy, ve znění pozdějších předpisů, svěření správy věcí z vlastnictví hlavního města Prahy městským částem Praha 3, Praha 9, Praha 15 a Praha 22",25,Z-3074,2,pass,61,0,1,65,62
32645,18.12.2014,"k návrhu obecně závazné vyhlášky, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, kterou se vydává Statut hlavního města Prahy, ve znění pozdějších předpisů, odejmutí správy svěřených věcí z vlastnictví hlavního města Prahy městským částem Praha 4, Praha 9 a Praha – Řeporyje",26,Z-3075,2,pass,56,0,4,65,60
32647,18.12.2014,procedurální návrh na sloučení diskuse,,,2,pass,59,,1,65,60
32649,18.12.2014,"k návrhu na úplatné nabytí pozemků parc. č. 2692/60 a parc. č. 2693/3, v k.ú. Stodůlky z podílového spoluvlastnictví Gabriely Maliňákové (id. 1/2) a Jarmily Vybíralové (id. 1/2) do vlastnictví hlavního města Prahy",27,Z-2803,2,pass,56,0,6,65,62
32651,18.12.2014,k návrhu na úplatné nabytí pozemku parc.č. 1298/7 k.ú. Čakovice,28,Z-2968,2,pass,53,0,5,65,58
32653,18.12.2014,,,,2,pass,56,0,2,65,58
32655,18.12.2014,k návrhu na bezúplatné nabytí stavby veřejného osvětlení v k.ú.Kyje z vlastnictví LIPNICKÁ spol. s r.o. do vlastnictví hl.m. Prahy,29,Z-2850,2,pass,52,0,10,65,62
32657,18.12.2014,k návrhu na bezúplatné nabytí stavby veřejného osvětlení a vodohospodářských děl v k.ú.Březiněves a k.ú.Ďáblice z vlastnictví AKRO land s.r.o. do vlastnictví hl.m. Prahy,30,Z-2841,2,pass,56,0,4,65,60
32659,18.12.2014,"k návrhu na bezúplatné nabytí stavby veřejného osvětlení v k.ú. Ruzyně z vlastnictví Českého Aeroholdingu, a.s. do vlastnictví hl.m. Prahy",,,2,pass,52,2,6,65,60
32661,18.12.2014,k návrhu na bezúplatné nabytí části chodníku na pozemku parc.č. 3723/1 k.ú. Břevnov do majetku hl.m. Prahy,32,Z-2996,2,pass,53,0,7,65,60
32663,18.12.2014,"k návrh na bezúplatné nabytí vodovodního řadu, splaškové a kanalizační stoky v k.ú. Pitkovice z vlastnictví CENTRAL GROUP 17. investiční a.s. do vlastnictví hl.m. Prahy",33,Z-2990,2,pass,55,0,5,65,60
32665,18.12.2014,k návrhu na bezúplatné nabytí vodních děl do vlastnictví hl.m. Prahy,34,Z-2906,2,pass,57,0,2,65,59
32667,18.12.2014,"k návrhu na bezúplatné nabytí pozemku podíl id. 3628/3720 parcelní číslo 1327/11 v k.ú. Řepy ve vlastnictví Stavební bytové družstvo Praha 6, IČO: 000034088 se sídlem Kladenská 560/28, Praha 6 do vlastnictví hl. m. Prahy",35,Z-3024,2,pass,57,0,2,65,59
32669,18.12.2014,"k návrhu na bezúplatné nabytí ideální 1/3 pozemků parc.č. 1761/2, parc.č. 1777/15, parc.č. 1777/16, parc.č. 1777/17, parc.č. 1777/18, parc.č. 1777/19, parc.č. 1778/6, parc.č. 1778/8, parc.č. 1778/9, parc.č. 1778/10, parc.č. 1778/13, parc.č. 1778/14, parc.č. 1778/15, parc.č. 1778/16, parc.č. 1778/17, parc.č. 1778/20, parc.č. 1778/21, parc.č. 1778/22 a parc.č. 2345/2 v k.ú. Kobylisy z vlastnictví České republiky, příslušnost hospodařit s majetkem státu: Úřad pro zastupování státu ve věcech majetkových, IČO 697 97 111, se sídlem Rašínovo nábřeží 390/42, Praha 2 do vlastnictví hl.m. Prahy",36,Z-2926,2,pass,52,0,8,65,60
32671,18.12.2014,"k návrhu na bezúplatné nabytí pozemků parc.č. 1350/4 v k.ú. Vršovice, id. 1/3 parc. č. 3650/3 v k.ú. Břevnov, parc. č. 2624/1 v k.ú. Radotín, parc. č. 291/25 v k.ú. Třebonice, parc.č. 3895 v k.ú. Újezd nad Lesy, id. 1/6 parc.č. 2913/15 v k.ú. Zbraslav a parcely číslo 2894/1 a 2894/11 v k.ú.Ruzyně ve vlastnictví České republiky, příslušnost hospodařit: Úřad pro zastupování státu ve věcech majetkových, IČO 69797111, se sídlem Rašínovo nábřeží 390/42, Praha 2 do vlastnictví hl.m.Prahy",37,Z-3017,2,pass,56,0,4,65,60
32673,18.12.2014,k úplatnému převodu pozemků z vlastnictví hl.m. Prahy do vlastnictví majitelů staveb postavených v rámci legislativy družstevní bytové výstavby platné do roku 1991,38,Z-3021,2,pass,52,0,6,65,58
32675,18.12.2014,Procedurální návrh o zařazení informace o probíhající stavbě tunelu Blanka    (Udženija),,,2,pass,55,1,5,65,61
32677,18.12.2014,k návrhu na poskytnutí účelové neinvestiční dotace MČ Praha - Lipence pro jednotku sboru dobrovolných hasičů na opravu vozidla AVIA bus,39,Z-2997,2,pass,60,0,2,65,62
32679,18.12.2014,"k návrhu na schválení originárního nabytí vlastnického práva k nemovitosti do majetku hl. m. Prahy na základě veřejné zakázky na stavební práce - stavba č. 0152 TV Dolní Chabry, etapa 0009 U Václava, 2. část",40,Z-2582,2,pass,55,0,5,65,60
32681,18.12.2014,"ke schválení originárního nabytí vlastnického práva k nemovitosti do majetku hl.m. Prahy na základě veřejné zakázky na stavební práce - „Stavba č. 8262 JM I - ukončení Centrálního parku, etapa 0006 západ“",41,Z-2733,2,pass,53,0,6,65,59
32683,18.12.2014,"k návrhu na schválení originárního nabytí vlastnického práva k nemovitosti do majetku hl. m. Prahy na základě veřejné zakázky na stavební práce - st. č. 40022 TV Troja, et. 0007 Trojská II (křižovatka)",42,Z-2525,2,pass,53,0,5,65,58
32685,18.12.2014,k návrhu na schválení originárního nabytí vlastnického práva k nemovitosti do majetku hl.m. Prahy,43,Z-2506,2,pass,42,0,18,65,60
32687,18.12.2014,"k uzavření smlouvy o zřízení služebnosti inženýrské sítě se společností České dráhy, a.s.",44,Z-2802,2,pass,57,0,2,65,59
32689,18.12.2014,"k návrhu smlouvy o budoucí smlouvě o zřízení služebnosti k přeložce zařízení distribuční soustavy v rámci stavby č. 3295 "" TV Horní Počernice, etapa 0020 - Čertousy """,45,Z-3016,2,pass,58,0,1,65,59
32691,18.12.2014,"k návrhu na úplatné nabytí pozemku parc. č. 712/3 v k. ú. Zličín z podílového spoluvlastnictví Stanislava Dlabače, Milady Zvoníčkové, Miroslavy Thomové, Daniely Chromcové, Jana Dlabače a Ladislava Dlabače do vlastnictví hl. m. Prahy",46,Z-2842,2,pass,58,0,0,65,58
32693,18.12.2014,k návrhu na úplatné nabytí pozemků parc. č. 189/2 o výměře 83 m2 a 189/3 o výměře 134 m2 v k. ú. Písnice z vlastnictví Josefa Vorlíčka do vlastnictví hl. m. Prahy,47,Z-2778,2,pass,55,0,5,65,60
32695,18.12.2014,"ke Schválení odůvodnění veřejné zakázky ""Sběr, svoz a nakládání s objemným odpadem pomocí velkoobjemových kontejnerů a provozování mobilních sběrných dvorů na území hl. m. Prahy""",48,Z-3120,2,pass,49,0,8,65,57
