id,legislative_session:number,start_date,item:number,motion:title,
2013,2,2010-11-30,,Zastupitelstvo Obce Modrava rozhodlo nevyhovět žádosti pana Oldřicha Musila o prominutí pohledávky obce za panem Musilem z titulu nedoplatku na místních poplatcích za ubytované osoby z důvodu hluku v sousedství jeho nemovitosti.,
2014,2,2010-11-30,,"Zastupitelstvo obce Modrava bere na vědomí informaci starosty obce o obsahu žádosti manželů Hodanových o stanovisko obce ke změně stavby RD s ateliérem na parcelách č. 1276/13, 1276/72, 1276/74, 1410/1, 1220/5 a 1224/1 v k.ú. Filipova Huť před dokončením v rámci stavebního řízení vedeného příslušným stavebním úřadem pod č.j. Výst/424/08. Zastupitelstvo obce Modrava ukládá starostovi obce vydat stanovisko k uvedené žádosti manželů Hodanových v souladu se stanoviskem dotčeného orgánu stání správy, a to Správy NP a CHKO Šumava.",
3001,3,2010-12-29,,"Zastupitelstvo obce Modrava rozhodlo, že schvaluje rozpočtovou změnu č. 2 rozpočtu obce pro rok 2010 v souladu s položkovou specifikací, která je přílohou tohoto usnesení s tím, že celkové výdaje v rozpočtu obce pro rok 2010 se zvýší o 10 012 tis. Kč a celkové příjmy se sníží o 10 493 tis. Kč po konsolidaci.",
3002,3,2010-12-29,,"Zastupitelstvo Obce Modrava rozhodlo, že souhlasí s uzavřením kupní smlouvy se společností Ragazi, s.r.o., jejímž předmětem bude nákup sněžné rolby Prinoth Husky za kupní cenu ve výši 150.000 EUR vč. DPH s tím, že návrh smlouvy je přílohou tohoto usnesení. Zastupitelstvo pověřuje uzavřením kupní smlouvy starostu obce.",
3003,3,2010-12-29,,Zastupitelstvo obce schvaluje uzavření smlouvy o obhospodařování portfolia uzavřené obcí s Investiční kapitálovou společností Komerční banky a.s..,
3004,3,2010-12-29,,"Zastupitelstvo obce Modrava schvaluje uzavření smluv o smlouvách budoucích o zřízení věcného břemene mezi obcí a společností ČEZ Distribuce, a.s. číslo IZ-120000041/1 – uložení součásti distribuční soustavy na pozemek p.č. 1006/6 v k.ú. Vchynice – Tetov II, číslo IZ-12-0000042/2 – uložení součásti distribuční soustavy na pozemek p.č. 1006/6 a 1006/5 v k.ú. Vchynice – Tetov II a číslo IZ-120000043/3 – uložení součásti distribuční soustavy na pozemek p.č. 1025/1 v k.ú. Filipova Huť a smlouvu o zřízení věcného břemene pro uložení distribuční soustavy na pozemek p.č. 1200/7 a 12010/1 v k.ú. Filipova Huť vše v souladu s návrhy, které tvoří přílohy tohoto usnesení. Podpisem smluv pověřuje zastupitelstvo starostu obce.",
3005,3,2010-12-29,,Zastupitelstvo obce Modrava schvaluje uzavření smlouvy o smlouvě budoucí o zřízení věcného břemene mezi obcí a Ing. Jiřím Zapletalem a Mgr. Kateřinou Zapletalovou na uložení kanalizační přípojky na pozemku p.č. 1172/1 v k.ú. Filipova Huť.,
3006,3,2010-12-29,,Zastupitelstvo obce Modrava schvaluje uzavření kupní smlouvy na nákupu talířového rozmetadla ECO XTA 140 na traktor KIOTI v ceně 54.600 Kč včetně DPH se společností ARBO s.r.o.,
3007,3,2010-12-29,,"Zastupitelstvo obce Modrava schvaluje uzavření Smlouvy o prodeji poštovních cenin č. 982307-1088/2010 mezi obcí Modrava a Českou poštou, a.s..",
3008,3,2010-12-29,,"Zastupitelstvo obce Modrava schvaluje uzavření darovací smlouvy na základě které společnost INVESTTEL s.r.o. poskytne obci finanční dar ve výši 20.000,-Kč na financování úpravy a údržby zimních běžeckých tratí obce Modrava.",
3009,3,2010-12-29,,"Zastupitelstvo obce Modrava schvaluje Dodatek č. 1 Smlouvy o dílo uzavřené mezi obcí Modrava a společností SILBA – Elstav, s.r.o. dne 21.5.2010, a to v souladu s návrhem, který je přílohou tohoto usnesení.",
3010,3,2010-12-29,,"Zastupitelstvo obce Modrava schvaluje dosavadní postup starosty obce při projednávání nedodržení smluvních podmínek společností SILBA – Elstav, s.r.o. vyplývající z uzavřené smlouvy o dílo ze dne 21.5.2010. Zastupitelstvo obce Modrava ukládá starostovi obce předložit na následném zasedání zastupitelstva obce zprávu o přístupu společnosti SILBA – Elstav, s.r.o. k návrhu ze strany obce Modrava.",
3011,3,2010-12-29,,Zastupitelstvo Obce Modrava bere na vědomí obsah došlé a odeslané korespondence Obce Modrava.,
3012,3,2010-12-29,,Zastupitelstvo obce Modrava ukládá starostovi vyhlásit veřejnou soutěž na zpracování projektu dopravního řešení centrální části obce Modrava.,
3013,3,2010-12-29,,Zastupitelstvo obce Modrava ukládá starostovi připravit podklady pro výběrové řízení na zhotovitele rodinného domu v obci Modrava včetně dodávky projektové dokumentace.,
4001,4,2011-03-07,,"Zastupitelstvo obce Modrava rozhodlo, že bere na vědomí informaci starosty o plánovaném finančním rámci investic pro rok 2011.",
4002,4,2011-03-07,,"Zastupitelstvo obce Modrava rozhodlo, že schvaluje uzavření smlouvy o dílo mezi Obcí Modrava a Studiem Najbrt, s.r.o., se sídlem Fráni Šrámka 15, 150 00 Praha 5, IČ: 25124021 ohledně vytvoření díla - manuálu jednotného vizuálního stylu obce Modrava a poskytnutí licence k užití díla, a to za celkovou cenu díla ve výši 150.000,-Kč + zákonná DPH dle návrhu, který je přílohou usnesení.",
4003,4,2011-03-07,,"Zastupitelstvo obce Modrava rozhodlo, že schvaluje uzavření smlouvy o dílo mezi Obcí Modrava a Vojtěchem Šafářem - Probytcentrum - kuchyňské studio, místem podnikání Nádražní ulice, 342 01 Sušice, IČ: 65578643, jejímž předmětem bude výroba, dodávka a montáž čtyř kuchyňských linek do novostavby umístěné na pozemku 1172/1 v k.ú. Filipova Huť a to za celkovou cenu díla ve výši 104.760,-Kč + zákonná DPH. Smlouva je přílohou tohoto usnesení.",
4004,4,2011-03-07,,"Zastupitelstvo obce Modrava rozhodlo, že schvaluje uzavření smlouvy o dílo mezi Obcí Modrava a Ladislavem Čáslavským - Probytcentrum - podlahové studio, místem podnikání Nádražní ulice, 342 01 Sušice, IČ: 76425967, jejímž předmětem bude dodávka a montáž včetně přípravy podkladu podlahových krytin do novostavby umístěné na pozemku 1172/1 v k.ú. Filipova Huť a to za celkovou cenu díla ve výši 137.363,-Kč + zákonná DPH. Smlouva je přílohou tohoto usnesení.",
4005,4,2011-03-07,,"Zastupitelstvo obce Modrava rozhodlo, že schvaluje uzavření smlouvy o dílo mezi Obcí Modrava a společností TPMC, s.r.o., se sídlem Zahradní 173/2, 326 00 Plzeň, IČ: 26341131 na dodávku reklamní kampaně v reklamním produktu Cyklotoulky Modrava v reklamním médiu Public TV za cenu 24.000,- Kč včetně DPH dle návrhu smlouvy, který je přílohou tohoto usnesení.",
4006,4,2011-03-07,,"Zastupitelstvo obce Modrava rozhodlo, že schvaluje uzavření smlouvy o spolupráci mezi Obcí Modrava a společností EXPRESNET.CZ, s.r.o., se sídlem Zahradní ulice 2, Plzeň, IČ: 28050924 na reklamní prezentaci formou zveřejnění na webovém portálu dle návrhu, který je přílohou tohoto usnesení.",
4007,4,2011-03-07,,"Zastupitelstvo obce Modrava rozhodlo, že schvaluje uzavření smlouvy o právu provést stavbu na pozemku ve vlastnictví ČR – Pozemkovým fondem ČR mezi Pozemkovým fondem ČR a Obcí Modrava ohledně vedení vodovodu a kanalizace k přístavbě multifunkčního objektu k budově Obecního úřadu v Modravě.",
4008,4,2011-03-07,,"Zastupitelstvo obce Modrava rozhodlo, že schvaluje uzavření smlouvy o zřízení věcného břemene mezi Obcí Modrava a Správou NP a CHKO Šumava se sídlem 1. máje 260, 385 01 Vimperk na základě které bude k tíži vlastníka nemovitostí – pozemků p.č. 1035/1 a 1035/9 v k.ú. Filipova Huť – Správy NP a CHKO Šumava, zřízeno věcné břemeno odpovídající právu Obce Modrava umístit na uvedených pozemcích v rozsahu vyznačeném geometrickým plánem č. 132-158/2010 přístavbu multifunkčního objektu ke stávající budově Obecního úřadu v Modravě a za účelem provádění údržby, oprav a změn uvedených staveb a zařízení na zatížené nemovitosti v nezbytném rozsahu vstupovat a vjíždět. Uvedená věcná břemena budou oceněna v zákonné výši. Návrh smlouvy o zřízení věcného břemene je přílohou usnesení.",
4009,4,2011-03-07,,"Zastupitelstvo obce Modrava rozhodlo, že schvaluje uzavření smlouvy o zřízení věcného břemene mezi Obcí Modrava a Správou NP a CHKO Šumava se sídlem 1. máje 260, 385 01 Vimperk na základě které bude k tíži vlastníka nemovitostí – pozemku p.č. 1035/1 v k.ú. Filipova Huť – Správy NP a CHKO Šumava, zřízeno věcné břemeno odpovídající právu Obce Modrava umístit na uvedených pozemcích v rozsahu vyznačeném geometrickým plánem č. 137-7/2011 vrty pro tepelné čerpadlo a za účelem provádění údržby, oprav a změn uvedených staveb a zařízení na zatížené nemovitosti v nezbytném rozsahu vstupovat a vjíždět. Uvedená věcná břemena budou oceněna v zákonné výši. Návrh smlouvy o zřízení věcného břemene je přílohou usnesení.",
4010,4,2011-03-07,,"Zastupitelstvo Obce Modrava rozhodlo, že souhlasí s uzavření smlouvy o smlouvě budoucí o zřízení věcného břemene k tíži parcely č. 1172/1 v k.ú. Filipova Huť s manželi Ing. Jiřím Zapletalem, bytem U Bažantnice 487/39, 159 00 Praha – Velká Chuchle a Mgr. Kateřinou Zapletalovou, bytem pod Bílým Kamenem 357, 251 69 Velké Popovice, jejímž předmětem bude zřízení věcného břemene vedení a umístění kanalizační přípojky pozemkem 1172/1 v k.ú. Filipova Huť. Smlouva je přílohou tohoto usnesení.",
4011,4,2011-03-07,,"Zastupitelstvo Obce Modrava rozhodlo, že souhlasí s vypracováním znaleckého posudku Návštěvnického centra dřevařství na Modravě v rozsahu stanoveném dle nabídky Ing. Ladislava Bukovského ze dne 15. února 2011, která tvoří přílohu tohoto usnesení.",
4012,4,2011-03-07,,"Zastupitelstvo obce Modrava rozhodlo, že schvaluje uzavření smlouvy o dodávce hygienických doplňků pro Přístavbu multifunkčního objektu k budově Obecního úřadu v Modravě (budova č.p. 63) a do apartmánů v RD na Filipově Huti a pověřuje místostarostu obce Jaroslava Doležala a paní Michaelu Lyer upřesněním specifikace dodávky dle nabídky, která tvoří přílohu tohoto usnesení.",
4013,4,2011-03-07,,"Zastupitelstvo Obce Modrava rozhodlo, že bere na vědomí obsah podání společnosti SILBA – Elstav, s.r.o., nazvaného odstoupení od smlouvy o dílo ze dne 21.5.2010, s tím, že takový právní úkon zhotovitele díla považuje za neúčinný. Zastupitelstvo trvá na plnění povinností smluvních stran dle uzavřené smlouvy a pověřuje starostu ve spolupráci s právním zástupcem obce JUDr. Tomášem Samkem vymáháním nároků obce vyplývajících z uzavřené smlouvy o dílo, a to včetně jejich soudního uplatnění.",
4014,4,2011-03-07,,Zastupitelstvo Obce Modrava bere na vědomí informaci starosty obce o postupu při dokončovacích pracích na Přístavbě multifunkčního objektu k budově Obecního úřadu v Modravě č.p. 63 na Modravě.,
4015,4,2011-03-07,,Zastupitelstvo Obce Modrava rozhodlo přijmout pravidla pro výběr nájemníků nově zrealizovaného bytového fondu v obci Modrava v souladu s 6 zásadami.,
4016,4,2011-03-07,,"Zastupitelstvo Obce Modrava rozhodlo, že bere na vědomí obsah korespondence obce Modrava a souhlasí se způsobem řešení této agendy.",
4017,4,2011-03-07,,"Zastupitelstvo Obce Modrava rozhodlo, že souhlasí s účastí obce na ekologické akci Hodina země formou vypnutí veřejného osvětlení na Modravě a na Filipově Huti.",
4018,4,2011-03-07,,"Zastupitelstvo Obce Modrava rozhodlo, že bere na vědomí vyjádření žadatelů – manželů Hodanových - k zamítavému stanovisku Obce Modrava z 31.1.2011 ve věci dodatečného povolení změny části stavby rodinného domu manželů Hodanových.",
5001,5,2011-05-31,,"Zastupitelstvo obce schvaluje výsledek tajné volby a rozhodlo, že obec uzavře nájemní smlouvu ohledně rodinného domu č.p. 83 v části obce Modrava, postaveného na parcele č. 281 a parcelu č. 281 v k.ú. Filipova Huť, na základě které uvedený rodinný dům s uvedenými parcelami pronajme na dobu určitou v trvání 1 roku s tím, že po uplynutí doby trvání nájmu se nájem změní na dobu neurčitou v případě, že nájemce nebude mít nedoplatky nájemného a služeb, a to nájemci Davidu Rendlovi s tím, že měsíční nájemné bude činit 25,45,-Kč/ 1m2 započitatelné obytné plochy budovy. Uzavření nájemní smlouvy a užívání bytu bude možné ihned po převzetí od realizační firmy.",
5002,5,2011-05-31,,"Zastupitelstvo Obce Modrava rozhodlo, že schvaluje objednávku na vypracování znaleckého posudku na nedokončenost díla a identifikaci vad a nedodělků na RD na pozemku 1172/1 v k.ú. Filipova Huť se společností Equita Consulting, s.r.o., znalecký ústav, Truhlářská 3, 110 00 Praha zastoupenou ředitelem společnosti ing. Leošem Klimtem za cenu 26.000,- Kč bez zákonné DPH..",
5003,5,2011-05-31,,"Zastupitelstvo obce Modrava rozhodlo, že bere na vědomí vydání kolaudačního souhlasu pro budovu „Přístavby multifunkčního objektu k budově Obecního úřadu v Modravě“ Městským úřadem v Kašperských Horách – stavebním úřadem k datu 12.5.2011. Obecní zastupitelstvo dále konstatuje, že Přístavba multifunkčního objektu k budově Obecního úřadu v Modravě nebyla společností STAFIN, a.s. dosud řádně dokončena a Obci Modrava předána. Obecní zastupitelstvo ukládá starostovi obce urychleně oslovit společnost STAFIN, a.s. s požadavkem řádného a urychleného dokončení Přístavby multifunkčního objektu k budově Obecního úřadu v Modravě společností STAFIN, a.s. a předání dokončeného díla Obci Modrava. Nedílnou součástí předávacího řízení bude soupis vad a nedodělků nebránících řádnému užívání díla s uvedením termínu jejich odstranění.",
5004,5,2011-05-31,,"Zastupitelstvo obce Modrava rozhodlo, že bere na vědomí informaci starosty o personálních změnách v rámci Návštěvnického centra dřevařství na Modravě. Obecní zastupitelstvo dále rozhodlo, že souhlasí s dočasnou změnou využití bytu nacházejícího se v budově Návštěvnického centra dřevařství a tím i jeho dovybavení na ubytovací apartmán za cenu ubytování ve výši 800,- Kč/den a dále rozhodlo o tom, že cena ubytování za lůžko a den v turistické ubytovně bude činit 200,- Kč/den.",
5005,5,2011-05-31,,"Zastupitelstvo obce Modrava rozhodlo o zahájení aktivity, která povede k založení společnosti s ručením omezeným s pracovním názvem SLUŽBY MODRAVA, s.r.o. K tomu zastupitelstvo obce ukládá starostovi obce a účetní obecního úřadu učinit ve spolupráci s právním zástupcem obce JUDr. Tomášem Samkem taková administrativní a technická opatření, která umožní založení společnosti s ručením omezeným nejdéle k 1.10.2011.",
5006,5,2011-05-31,,"Zastupitelstvo obce Modrava rozhodlo, že schvaluje nákup (upsání) 173 kusů cenného papíru Floored and Capped Floater Note v EUR v celkové jmenovité hodnotě 173 tisíc EUR s parametry a podmínkami, které jsou uvedeny v příloze zápisu a pověřuje starostu obce ing. Antonína Schuberta podáním závazného pokynu k nákupu (úpisu) 173 kusů cenného papíru Floored and Capped Floater Note v EUR v celkové jmenovité hodnotě 173 tisíc EUR podle schválených parametrů a podmínek a podpisem související dokumentace. K nákupu budou použity prostředky obce uložené na portfoliovém účtu 086C1118 u Komerční banky a.s.",
5007,5,2011-05-31,,"Zastupitelstvo obce schvaluje uzavření smluv o nájmu bytů č. 3, 4 a 5 ve 2. nadzemním podlaží multifunkční přístavby, Modrava 63, v souladu s předchozími rozhodnutími zastupitelstva a pověřuje starostu obce k jejich podpisu s účinností od 1. 6. 2011. V souladu s ust. § 4 zákona č. 107/2006 Sb., o jednostranném zvyšování nájemného z bytu a o změně zákona č. 40/1964 Sb., občanský zákoník, ve znění pozdějších předpisů, ve znění zákona č. 150/2009 Sb., a na základě sdělení ministerstva pro místní rozvoj ze dne 12. června 2009 zastupitelstvo obce schvaluje cenu nájemného ve výši 25,45 Kč/m2.",
5008,5,2011-05-31,,"Zastupitelstvo obce Modrava rozhodlo, že souhlasí se změnou uspořádání kanceláří Obecního úřadu v Modravě a se zřízením a zařízením kanceláře starosty ve stávající zasedací místnosti obecního úřadu. Za realizaci odpovídá místostarosta obce Jaroslav Doležal a účetní obecního úřadu ing. Dana Tutková.",
5009,5,2011-05-31,,"Zastupitelstvo obce Modrava rozhodlo, že schvaluje dodávku a montáž restauračních stolů a židlí dle specifikace nabídky K+V interiéry, s.r.o. – NAB 2011-00318, IČ: 62502956 za cenu 507.015,- Kč bez DPH 20% a malířské práce provedené firmou JA malby, IČ:74728431 za cenu 52.514,70 Kč. Nabídka je přílohou tohoto usnesení.",
5010,5,2011-05-31,,"Zastupitelstvo obce Modrava rozhodlo, že schvaluje v rámci úprav veřejného prostranství na Modravě práce traktorbagrem Obce Horní Vltavice, IČ:00250422 za cenu 74.340,- Kč včetně zákonné DPH a zhotovení trávníků firmou Zdeňka Langerová, IČ:67692221 za cenu 358.992 Kč včetně zákonné DPH. Nabídky jsou přílohou tohoto usnesení.",
5011,5,2011-05-31,,"Zastupitelstvo obce rozhodlo, že schvaluje nákup ruční travní sekačky na údržbu trávníků na veřejném prostranství obce. Za výběr nejvhodnějšího typu sekačky a její pořízení odpovídá místostarosta obce pan Jaroslav Doležal.",
5012,5,2011-05-31,,"Zastupitelstvo obce rozhodlo, že schvaluje nákup peněžního trezoru za maximální cenu 50.000,- Kč. Za výběr nejvhodnějšího typu trezoru a jeho pořízení odpovídají místostarosta obce pan Jaroslav Doležal a účetní obecního úřadu Ing. Dana Tutková.",
5013,5,2011-05-31,,"Zastupitelstvo Obce Modrava rozhodlo, že souhlasí s uzavření smlouvy o smlouvě budoucí o zřízení věcného břemene k tíži parcely č. 1261/4, 1261/3, 1035/9, 1449/7 a st. 272 v k.ú. Filipova Huť s Telefónicou O2 Czech republic se sídlem Za Brumlovkou 266/2, 140 22 Praha 4 Michle, jejímž předmětem bude zřízení věcného břemene vedení a umístění optického kabelu a optických rozvaděčů přes zatížené parcely za náhradu ve výši 733,-Kč. Návrh smlouvy je přílohou tohoto usnesení.",
5014,5,2011-05-31,,"Zastupitelstvo Obce Modrava rozhodlo, že souhlasí s uzavřením smlouvy o smlouvě budoucí o připojení odběrného zařízení k distribuční soustavě č. 4120675811 se společností ČEZ Distribuce, a.s. s podílem nákladů za připojení ze strany obce ve výši 50.000,- Kč a smlouvy o smlouvě budoucí o připojení odběrného zařízení k distribuční soustavě č. 4120675750 se společností ČEZ Distribuce, a.s. s podílem nákladů za připojení ve výši 12.500,- Kč a smlouvy o připojení doběrného zařízení k distribuční soustavě nízkého napětí č. 4120675775 se společností ČEZ Distribuce, a.s. s podílem nákladů za připojení ve výši 5.000,- Kč. Návrhy smluv jsou přílohou tohoto usnesení.",
5015,5,2011-05-31,,"Zastupitelstvo obce Modrava rozhodlo, že souhlasí s uzavřením smlouvy o dílo číslo Z_S24_12_8120023788 na realizaci přeložky vysokého napětí a transformátorové stanice – 4. etapa se společností ČEZ Distribuce, a.s. Předpokládaná výše nákladů činí 4,296.000,- Kč. Návrh smlouvy je přílohou tohoto usnesení.",
5016,5,2011-05-31,,"Zastupitelstvo Obce Modrava rozhodlo, že bere na vědomí obsah korespondence obce Modrava a souhlasí se způsobem řešení této agendy.",
5017,5,2011-05-31,,"Zastupitelstvo Obce Modrava rozhodlo, že schvaluje vnitřní směrnici o vedení účetnictví obce. Dle této směrnice bude vedeno účetnictví obce od 1.1.2011. Návrh směrnice je přílohou usnesení.",
5018,5,2011-05-31,,"Zastupitelstvo obce Modrava bere na vědomí Protokol o ústním jednání při správě daní ze dne 25. května 2011 o odstranění pochybnosti o správnosti, pravdivosti, průkaznosti a úplnosti údajů o přijatých a uskutečněných zdanitelných plnění s nárokem na odpočet daně. Protokol je přílohou usnesení.",
5019,5,2011-05-31,,"Zastupitelstvo obce Modrava souhlasí s poskytnutím finančního příspěvku formou objednávky prezentace obce v rámci akce a publikace „Suchá opona Šumavy“ obecně prospěšné společnosti Komunita pro duchovní rozvoj, o.p.s., a to ve výši 10.000,-Kč.",
6001,6,2011-12-16,,"Zastupitelstvo Obce Modrava rozhodlo, že schvaluje rozpočet na rok 2012. Plánované výdaje rozpočtu činí 41.511.00,- Kč, plánované příjmy rozpočtu činí 16.956.600 Kč, čerpání finančních rezerv obce činí 24.554.400,- Kč.",
6002,6,2011-12-16,,"Zastupitelstvo Obce Modrava rozhodlo, že schvaluje rozpočtový výhled na roky 2013 – 2015 s tím, že celkové příjmy roku 2013 činí 16.960.100,- Kč, celkové výdaje 16.960.100,- Kč, celkové příjmy roku 2014 činí 17.205.000,- Kč, celkové výdaje 17.205.000,- Kč, celkové příjmy roku 2015 činí 17.210.000,- Kč, celkové výdaje 17.210.000,- Kč.",
6003,6,2011-12-16,,"Zastupitelstvo Obce Modrava rozhodlo, že souhlasí se zapůjčením majetku Obce Modrava společnosti Služby Modrava, s.r.o. v rozsahu, který je přílohou tohoto usnesení, dále rozhodlo, že souhlasí s uzavřením smlouvy o výpůjčce ve výši 600.000,- Kč společnosti Služby Modrava, s.r.o. Zastupitelstvo Obce Modrava projednalo strategii společnosti Služby Modrava s.r.o., vypracovanou dne 13.12.2011 ing. Danou Tutkovou, jednatelkou společnosti, která je přílohou tohoto usnesení, a ukládá jednatelce společnosti strategii přepracovat s cílem zefektivnit chod společnosti ve vztahu k optimalizaci výnosů.",
6004,6,2011-12-16,,"Zastupitelstvo Obce Modrava rozhodlo, že souhlasí s poskytnutím daru ze strany obce Ing. Antonínu Schubertovi v celkové výši 200.000,-Kč.",
6005,6,2011-12-16,,"Zastupitelstvo Obce Modrava rozhodlo, že souhlasí s odkoupením pohledávky za panem Davidem Rendlem, bytem Modrava čp. 83, případně, pokud k odkoupení nedojde, s uzavřením smlouvy o půjčce mezi obcí a panem Davidem Rendlem, bytem Modrava č.p. 83, na základě které obec poskytne panu Rendlovi částku ve výši 60.000,- Kč poskytovanou občanům obce v rámci Programu sociální stabilizace obce Modrava a finanční půjčkou ve výši 50.000,- Kč, která bude poskytnuta za stejných podmínek, které jsou uvedeny v Program sociální stabilizace obce Modrava.",
6006,6,2011-12-16,,"Zastupitelstvo Obce Modrava rozhodlo, že schvaluje Cenový dodatek ke Smlouvě o zabezpečení sběru, přepravy, třídění, využívání a odstraňování komunálního odpadu, uzavřený se společností Rumpold – Plzeň, s.r.o. pro rok 2012, a to ve znění, které je přílohou tohoto usnesení.",
6007,6,2011-12-16,,"Zastupitelstvo obce Modrava rozhodlo, že souhlasí se soudním vymáháním dluhu a vyklizením pozemku společnosti Šumava Gastro, spol. s r.o. prostřednictvím právního zástupce obce.",
6008,6,2011-12-16,,"Zastupitelstvo Obce Modrava rozhodlo, že k 1.1.2012 uzavře obec a paní Vratislava Pavlíková, bytem Modrava č.p. 49, dohodu o ukončení nájmu na nájem pozemku p.č. 1025/1 v k.ú. Filipova Huť.",
