"id","legislative_session:number","motion:title","start_date","start_time"
"453279",1,"Návrh na člena RM - Mgr. Drahomíra Jurtíková","2010-11-29","12:04:05"
"453280",1,"Návrh na člena RM - MUDr. Ing. Miroslav Přádka, Ph.D.","2010-11-29","12:05:09"
"453281",1,"Návrh na člena RM - Ing. Eva Richtrová","2010-11-29","12:06:15"
"453282",1,"Návrh na člena RM - p. Jiří Zaoral","2010-11-29","12:07:01"
"453283",1,"10. Svěření  úseků činnosti města v samostatné působnosti dlouhodobě uvolněným členům ZMFM a …","2010-11-29","12:41:08"
"453284",1,"Návrh na zřízení finančního výboru ZM v počtu 11 členů","2010-11-29","12:43:05"
"453285",1,"Návrh na předsedu FV - Ing. Jaroslav Chýlek, MBA","2010-11-29","15:04:04"
"453286",1,"Návrh Ing. Konůpky - poměrné zastoupení ve FV - 2 zástupci ODS - Mgr. Vojvodík, Ing. Ruszová","2010-11-29","15:05:20"
"453287",1,"Návrh na člena FV - Ing. Petr Adamus","2010-11-29","15:08:42"
"453288",1,"Návrh na člena FV - p. Karel Deutscher","2010-11-29","15:09:09"
"453289",1,"Návrh na člena FV - JUDr. Miroslav Dokoupil","2010-11-29","15:09:36"
"453290",1,"Návrh na člena FV - Ing. Jiří Kajzar","2010-11-29","15:10:03"
"453291",1,"Návrh na člena FV - Mgr. Jan Krulikovský","2010-11-29","15:10:28"
"453292",1,"Návrh na člena FV - Ing. Pavlína Nytrová","2010-11-29","15:10:52"
"453293",1,"Návrh na člena FV - Ing. Pavel Sabela","2010-11-29","15:11:17"
"453294",1,"Návrh na člena FV - Ing. Martin Špetla","2010-11-29","15:11:43"
"453295",1,"Návrh na člena FV - p. Roman Tomis","2010-11-29","15:12:08"
"453296",1,"Návrh na člena FV - Mgr. Josef Vojvodík","2010-11-29","15:12:32"
"453297",1,"Návrh na zřízení kontrolního výboru ZM v počtu 11 členů","2010-11-29","15:15:10"
"453298",1,"Návrh na předsedu KV - Ing. Ivo Pavlík","2010-11-29","15:17:22"
"453299",1,"Návrh na člena KV - MUDr. Miroslav Adam","2010-11-29","15:25:34"
"453300",1,"Návrh na člena KV - p. Jan Janásek","2010-11-29","15:25:55"
"453301",1,"Návrh na člena KV - p. Jan Karásek","2010-11-29","15:26:18"
"453302",1,"Návrh na člena KV - p. Jozef Nejezchleba","2010-11-29","15:26:40"
"453303",1,"Návrh na člena KV - MUDr. Ing. Miroslav Přádka, Ph.D","2010-11-29","15:27:02"
"453304",1,"Návrh na člena KV - p. Miroslav Slezák","2010-11-29","15:27:24"
"453305",1,"Návrh na člena KV - p. Miroslav Štefek","2010-11-29","15:27:46"
"453306",1,"Návrh na člena KV - Ing. Dalibor Švejkovský","2010-11-29","15:28:08"
"453307",1,"Návrh na člena KV - Mgr. Ivan Vrba","2010-11-29","15:28:30"
"453308",1,"Návrh na člena KV - p. Jiří Zaoral","2010-11-29","15:28:51"
"453309",1,"a) Vznik klubů členů Zastupitelstva města Frýdku-Místku","2010-11-29","15:49:40"
"453310",1,"b) Stanovení termínu příštího (2.) zasedání ZMFM - 16.12.2010","2010-11-29","15:50:29"
"453312",2,"Návrh doplnit program o mat. č. 6c   ","2010-12-16","08:07:07"
"453313",2,"Návrh celého programu vč. doplnění","2010-12-16","08:07:36"
"453314",2,"b)  Určení ověřovatelů zápisu - p. Deutscher, Mgr.Jurtíková                                                                                                                  ","2010-12-16","08:08:44"
"453315",2,"ZM vyslechlo informaci o rezignaci Ing. Kocicha a bere na vědomí, že p. Merta složil slib bez výhrady ","2010-12-16","08:15:22"
"453316",2,"2.  Kontrola usnesení a připomínek ZM                                                                       ","2010-12-16","08:18:37"
"453317",2,"3.  Zpráva o činnosti rady města od posledního zasedání ZM vč.diskuse ","2010-12-16","08:19:44"
"453318",2,"4a Návrh 4. změny rozpočtu st. města F-M pro r. 2010 prováděné ZM formou rozpočtových opatření č. 96 - 129","2010-12-16","08:29:20"
"453319",2,"4b Dodatek ke smlouvě o revolvingovém úvěru č. 7460010200101","2010-12-16","08:29:59"
"453320",2,"4c Smlouvy o poskytnutí investičního transferu z fondu životního prostředí na rok 2010","2010-12-16","08:30:41"
"453321",2,"4d Návrh na uzavření smluv o poskytnutí neinvestiční dotace z rozpočtu města na rok 2010 - Odbor ŠKMaT","2010-12-16","08:31:16"
"453322",2,"4e Návrh na uzavření smlouvy o poskytnutí neinvestičního transferu z rozpočtu města na rok 2010 - OŠKMaT   ","2010-12-16","08:31:51"
"453323",2,"4f Návrh na uzavření smlouvy o poskytnutí neinvestiční dotace Svazu důchodců ČR, o. s., městské org. F-M","2010-12-16","08:32:28"
"453324",2,"4g Návrh na uzavření Dodatku č. 1 ke smlouvě o poskytnutí neinvestiční dotace ","2010-12-16","08:33:10"
"453325",2,"4h - pozměňující návrh o změně pravidel ","2010-12-16","10:22:04"
"453326",2,"4h Návrh rozpočtu statutárního města Frýdek-Místek pro rok 2011","2010-12-16","10:22:30"
"453327",2,"Mgr. Pobucký je ve střetu zájmu  u bodu 4i","2010-12-16","10:23:42"
"453328",2,"4i  Návrh na uzavření smlouvy o poskytnutí transferu z rozpočtu města pro rok 2011 - odbor vnitřních věcí","2010-12-16","10:24:11"
"453329",2,"4j  Návrh na uzavření smluv o poskytnutí neinvestičních dotací z Centra sportu na rok 2011     ","2010-12-16","10:24:47"
"453330",2,"4k Návrh na uzavření smluv o poskytnutí neinvestičních dotací z rozpočtu města na rok 2011 - odbor ŠKMaT     ","2010-12-16","10:25:20"
"453331",2,"4l  Schválení žádosti o zařazení do dotačního programu Podpora terénní práce 2011 a schválení finanční ……","2010-12-16","10:25:57"
"453332",2,"5a Hospodaření s majetkem statutárního města - prodej nemovitostí","2010-12-16","10:26:36"
"453333",2,"5b Prominutí části pohledávky                 ","2010-12-16","10:27:06"
"453334",2,"6a  Návrhy na pořízení Změny č. 2 Územního plánu F-M a určení zastupitele pro spolupráci s pořizovatelem … ","2010-12-16","10:27:58"
"453335",2,"6b  Zpráva č. 36 o postupu přípravy a výstavby silnice I/48","2010-12-16","10:35:45"
"453336",2,"6c Změna Statutu Fondu pomoci občanům st. města F-M dotčeným výstavbou komunikace R/48 v úseku nacházejí","2010-12-16","10:43:10"
"453337",2,"8a Obecně závazná vyhláška č. ../2010, o místním poplatku za užívání veřejného prostranství","2010-12-16","10:47:20"
"453338",2,"8b Obecně závazná vyhláška č. ../2010, o místním poplatku z ubytovací kapacity","2010-12-16","10:47:59"
"453339",2,"Návrh Ing. Švejkovského - poplatek za psa v rodinném domku na území města 300 Kč ","2010-12-16","10:58:36"
"453340",2,"8c Obecně závazná vyhláška č. ../2010, o místním poplatku ze psů","2010-12-16","10:59:19"
"453341",2,"8d Obecně závazná vyhláška č. ../2010, o místním poplatku za provozovaný výherní hrací přístroj nebo jiné … ","2010-12-16","11:23:23"
"453342",2,"8e Obecně závazná vyhláška č. ./2010,o místním poplatku za provoz systému shromažďování, sběru, přepravy..   ","2010-12-16","11:23:58"
"453343",2,"9a  Schválení dodatku č. 2 ke zřizovací listině přísp. org. Centrum zdravotních a sociálních služeb F-M, p.o. ","2010-12-16","11:24:41"
"453344",2,"9b  Schválení dodatku č. 3 ke zřizovací listině příspěvkové organizace Penzion pro seniory F-M, p. o.","2010-12-16","11:25:24"
"453345",2,"10a Harmonogram schůzí Rady města Frýdku-Místku a harmonogram zasedání ZM FM v roce 2011","2010-12-16","11:26:47"
"453346",2,"10b  Stanovení paušální částky neuvolněným členům ZM, kteří nejsou v pracovním nebo jiném obdobném .. ","2010-12-16","11:27:27"
"453347",2,"3. vystoupení Ing. Konůpky","2010-12-16","11:36:09"
"453348",2,"Návrh Ing. Kučíka, aby občan člen komise RM a výborů ZM, byl odměňován jako člen ZM - 1400 Kč","2010-12-16","11:38:42"
"453349",2,"10c  Zásady pro odměňování za výkon funkcí v ZM, RM, v komisích RM a výborech ZM pro neuvol. členy ... ","2010-12-16","11:39:06"
"453350",2,"10d Delegování zástupce statutárního města Frýdku-Místku na valné hromady společnosti Frýdecká skládka a.s. ","2010-12-16","11:39:41"
"453351",2,"10e Delegování zástupce statutárního města Frýdku-Místku na valné hromady společnosti KIC Odpady, a.s.","2010-12-16","11:40:15"
"453352",2,"10f  Zmocnění k zastupování st. města F-M v občanském sdružení INICIATIVA OBCHVAT F-M ve vol. obd. ..","2010-12-16","11:46:55"
"453353",2,"10g  Městský program prevence kriminality 2010 ","2010-12-16","11:51:09"
"453354",2,"10h  Městský program prevence kriminality 2011","2010-12-16","11:52:15"
"453355",2,"10i  Dodatek ke smlouvě o spolupráci při zabezpečování požární ochrany ze dne 17. 9. 2007","2010-12-16","11:52:53"
"453356",2,"Doplnění programu o volbu člena OV","2010-12-16","12:37:01"
"453358",3,"Návrh doplnit program o bod č. 4q - poskytnutí dotace Nemocnici ve F-M ","2011-03-07","08:13:20"
"453359",3,"Návrh Ing. Hrabce - předřadit bod 6c před bod 5c","2011-03-07","08:13:49"
"453360",3,"Návrh Ing. Špetly - vytvoření pracovní skupiny pro změnu koncepce Zpravodaje města - bod 10h ","2011-03-07","08:14:26"
"453361",3,"Návrh celého programu vč. doplnění","2011-03-07","08:14:54"
"453362",3,"*b)  Určení ověřovatelů zápisu  - Ing. Chýlek, Ing. Adamec","2011-03-07","08:16:11"
"453363",3,"Návrh na předsedu volební komise - Ing. Jaroslav Chýlek, MBA","2011-03-07","08:19:47"
"453364",3,"Návrh na členy volební komise - MUDr. Přádka, Ing. Hrabec","2011-03-07","08:20:24"
"453365",3,"2a  Kontrola usnesení, připomínek a podnětů ze zasedání ZMFM za uplynulé období.	   ","2011-03-07","08:24:19"
"453366",3,"Návrh na usnesení Ing. Kučíka - ZM ukládá RM upustit od realizace MHD ve F-M zdarma","2011-03-07","09:45:14"
"453367",3,"*3.  ZPRÁVA O ČINNOSTI RADY MĚSTA OD POSLEDNÍHO ZM F-M vč. diskuse (ústně)","2011-03-07","09:45:41"
"453368",3,"Návrh - RO 40 - 1.3 mil. Kč oproti rezervě","2011-03-07","10:13:59"
"453369",3,"*4a Návrh 1. změny rozpočtu st. města Frýdek-Místek pro rok 2011 prováděné ZM formou RO č. 1 - 40","2011-03-07","10:14:27"
"453370",3,"4b Návrh na uzavření smluv o poskytnutí neinvestičních dotací z rozpočtu města pro r. 2011 - odbor vnitř.věcí ","2011-03-07","10:15:45"
"453371",3,"4c Návrh na uzavření smlouvy o poskytnutí  dotace z rozpočtu města pro r. 2011 - živnostenský úřad ","2011-03-07","10:16:57"
"453372",3,"4d Návrh na uzavření smlouvy o poskytnutí neinv. dotace p. o. Centrum zdravotních a soc. služeb F-M-určení .. ","2011-03-07","10:17:40"
"453373",3,"4e Návrh na uzavření smluv o poskytnutí neinvestičních dotací z rozpočtu st. města F-M pro r. 2011 - OSS ","2011-03-07","10:19:55"
"453374",3,"4f Návrh na uzavření smluv o poskytnutí neinv. dotací z rozpočtu st. města F-M na podporu a rozvoj soc. služeb ","2011-03-07","10:20:34"
"453375",3,"4g Návrh na uzavření smluv o poskytnutí  neinv. dotace a inv. dotace z rozpočtu st. města F-M pro r. 2011- OKP","2011-03-07","10:21:12"
"453376",3,"4h Návrh na uzavření smlouvy o poskytnutí neinvestiční dotace z Fondu prevence kriminality pro rok 2011","2011-03-07","10:21:46"
"453377",3,"4i Návrh na uzavření smluv o poskytnutí neinv. dotace a neinv. příspěvku z kulturního fondu na rok 2011","2011-03-07","10:22:23"
"453378",3,"4j Návrh na uzavření smluv o poskytnutí neinvestiční dotace z rozpočtu města na rok 2011 - Odbor ŠKMaT","2011-03-07","10:22:57"
"453379",3,"4k Návrh na uzavření smluv o poskytnutí neinvestičních dotací ze sportovního fondu ","2011-03-07","10:23:31"
"453380",3,"4l Návrh na uzavření smluv o poskytnutí neinv. dotací a neinv. příspěvků z fondu výchovy, vzdělávání a záj…  ","2011-03-07","10:24:08"
"453381",3,"4m Návrh na uzavření smluv o poskytnutí neinvestičních příspěvků na kroužky Centra sportu na rok 2011","2011-03-07","10:24:41"
"453382",3,"4n Návrh na uzavření smluv o poskytnutí neinvestičních dotací z rozpočtu města na rok 2011 - odbor ŠKMaT","2011-03-07","10:25:15"
"453383",3,"4o Uzavření darovací smlouvy mezi st. městem F-M a ČR - Krajským ředitelstvím policie Moravskosl. kraje","2011-03-07","10:25:53"
"453384",3,"4p  Peněžitý vklad města ve výši 400 000,-Kč do obchodní společnosti KIC Odpady, a.s.","2011-03-07","10:27:29"
"453385",3,"4q Návrh na uzavření smlouvy o poskytnutí investiční dotace Nemocnici ve F-M","2011-03-07","10:28:22"
"453386",3,"3. vystoupení Ing. Konůpky","2011-03-07","10:55:57"
"453387",3,"Návrh Ing. Konůpky - vyjmout bod 29 z materiálu 5a","2011-03-07","11:27:18"
"453388",3,"Část I. - body 1 - 27","2011-03-07","11:28:38"
"453389",3,"Část II. - body 28 a 29","2011-03-07","11:29:08"
"453390",3,"Část III. - body 30 - 32","2011-03-07","11:29:37"
"453391",3,"Část IV. - bod 33","2011-03-07","11:30:00"
"453392",3,"5b Poskytnutí půjčky z ","2011-03-07","11:30:36"
"453393",3,"*6c  Zpráva č. 37 o postupu přípravy a výstavby silnice I/48 (+ prezentace)","2011-03-07","11:54:40"
"453394",3,"5c Poskytnutí přísp. z Fondu pomoci občanům st. města F-M dotčeným výstavbou komunikace R/48 v úseku …","2011-03-07","11:55:48"
"453395",3,"6a  Dodatek č. 1 k Dohodě o zabezpečení realizace Integrovaného plánu rozvoje města (sídliště Slezská)","2011-03-07","11:56:29"
"453396",3,"6b  Zpráva z kontroly revizní komise Dobrovolného svazku obcí ","2011-03-07","12:00:18"
"453397",3,"3. vystoupení Ing. Richtrové","2011-03-07","12:24:45"
"453398",3,"8a OZV č./2011,o stanovení veřejně přístupných míst,na kterých je provozování výherních hracích přístrojů zak..","2011-03-07","12:26:12"
"453399",3,"9a  Sloučení p.o. ZŠ a MŠ Frýdek-Místek, El. Krásnohorské 2254 a ZŠ Frýdek-Místek, El. Krásnohorské 139","2011-03-07","12:32:19"
"453400",3,"10a  Návrhy na udělení ","2011-03-07","12:35:28"
"453401",3,"Návrh Ing. Špetly - doplnění článku 7 o text: bod d) podkladových materiálech pro jednání výborů ZM","2011-03-07","14:04:29"
"453402",3,"10b  Zásady pro zřizování a financování osadních výborů v částech města Frýdku-Místku - (návrh změny)","2011-03-07","14:05:13"
"453403",3,"10b  Zásady pro zřizování a financování osadních výborů v částech města Frýdku-Místku - (návrh změny)","2011-03-07","14:05:42"
"453404",3,"Návrh na usnesení bod 1 - ZM odvolává předsedy a členy osadních výborů","2011-03-07","14:19:36"
"453405",3,"Návrh na usnesení bod 2 - ZM určuje počet členů v OV do konce vol. období 2014 na 5 členů","2011-03-07","14:20:27"
"453406",3,"Klub ODS navrhuje hlasovat tajně","2011-03-07","14:22:12"
"453407",3,"Návrh na způsob volby členů a předsedů OV - veřejně (aklamací)","2011-03-07","14:22:46"
"453408",3,"Návrh na usnesení bod 3b) - ZM volí členy OV Zelinkovice-lysůvky","2011-03-07","14:25:43"
"453409",3,"Návrh na usnesení bod 3d) - ZM volí členy OV Panské Nové Dvory","2011-03-07","14:26:32"
"453410",3,"Návrh na usnesení bod 3e) - ZM volí členy OV Lískovec","2011-03-07","14:27:16"
"453411",3,"Mgr. Glembková","2011-03-07","14:28:23"
"453412",3,"p. Lubomíra Hrůzka","2011-03-07","14:29:36"
"453413",3,"p. Lubomíra Hrůzka","2011-03-07","14:33:47"
"453414",3,"RSDr. Miroslav Nováček","2011-03-07","14:34:22"
"453415",3,"Ing. Ivan Pavlas ","2011-03-07","14:34:47"
"453416",3,"p. Radomír Stachura  ","2011-03-07","14:35:13"
"453417",3,"Mgr. Josef Vojvodík","2011-03-07","14:38:53"
"453418",3,"Mgr. Bohuslav Jaworski - člen OV Skalice","2011-03-07","14:39:48"
"453419",3,"paní Monika Křibíková - člen OV Skalice","2011-03-07","14:41:01"
"453420",3,"Mgr. Věra Melichaříková - člen OV Skalice","2011-03-07","14:41:27"
"453421",3,"pan Hartmut Nitra - člen OV Skalice","2011-03-07","14:41:56"
"453422",3,"Bc. Aleš Pitřík - člen OV Skalice","2011-03-07","14:42:21"
"453423",3,"p. Stanislav Vašík - člen OV Skalice","2011-03-07","14:42:48"
"453424",3,"p. Eva Zahradníková - člen OV Skalice","2011-03-07","14:43:10"
"453425",3,"Návrh na usnesení bod 4 a)- e) - ZM volí předsedy OV","2011-03-07","14:44:16"
"453426",3,"vyslovení poděkování","2011-03-07","14:45:41"
"453427",3,"10d  Návrh ","2011-03-07","14:47:09"
"453428",3,"10e  Městský program prevence kriminality 2011","2011-03-07","14:47:52"
"453429",3,"10f   Statuty kulturního fondu a fondu výchovy, vzdělávání a zájmových aktivit","2011-03-07","14:48:24"
"453430",3,"10g Návrh na stanovení výše finan. darů za výkon funkcí v komisích RM a výborech ZM pro občany města .. ","2011-03-07","14:49:11"
"453432",4,"Návrh celého programu vč. doplnění","2011-06-06","08:35:02"
"453433",4,"Návrh celého programu vč. doplnění","2011-06-06","08:39:34"
"453434",4,"Hlasování o ověřovatelích zápisu - Mgr. Kožušníková, MUDr. Adamec                                                                                                                  ","2011-06-06","08:40:38"
"453435",4,"2a Kontrola usnesení a připomínek  ze zasedání ZMFM za uplynulé období.	   ","2011-06-06","09:16:03"
"453436",4,"3. vystoupení MUDr. Ing. Přádky","2011-06-06","11:29:23"
"453437",4,"3. vystoupení p. Merty","2011-06-06","11:36:02"
"453438",4,"3.  ZPRÁVA O ČINNOSTI RADY MĚSTA OD POSLEDNÍHO ZASEDÁNÍ ZM  vč. diskuse ","2011-06-06","11:47:43"
"453439",4,"4a  Závěrečný účet statutárního města Frýdek-Místek za rok 2010","2011-06-06","11:48:54"
"453440",4,"4b  Závěrečný účet Dobrovolného svazku obcí ","2011-06-06","11:49:43"
"453441",4,"Návrh Ing. Pavlíka - 7,2 mil. Kč převést do rezervy","2011-06-06","12:05:30"
"453442",4,"4c Návrh 2. změny rozpočtu st. města F-M pro rok 2011 prováděné ZM formou rozpočtových opatření č. 41-64","2011-06-06","12:05:56"
"453443",4,"4d Smlouva o poskytnutí neinvestiční dotace z rozpočtu st. města F-M pro Hasičský záchr. sbor MSK ÚO F-M","2011-06-06","12:06:32"
"453444",4,"4e Návrh na uzavření smluv o poskytnutí neinvestiční dotace z rozpočtu st. města F-M pro rok 2011 - OKP","2011-06-06","12:07:07"
"453445",4,"4f Smlouvy o poskytnutí investiční dotace a neinvestiční dotace z fondu životního pros. st. města F-M na r. 2011","2011-06-06","12:08:08"
"453446",4,"4g Návrh na uzavření sml. o poskytnutí neinv. dotací z rozp. st. města F-M na podporu projektů v oblasti zdrav. ","2011-06-06","12:08:45"
"453447",4,"4h Návrh na uzavření sml. o poskytnutí neinv. dotace z rozpočtu st. města F-M na podporu a rozvoj soc. služeb","2011-06-06","12:09:21"
"453448",4,"4i Smlouva o poskytnutí neinvestiční dotace sdružení Region Beskydy","2011-06-06","12:09:51"
"453449",4,"4j Návrh na uzavření smluv o poskytnutí neinv. transferů z fondu regenerace města F-M a rozpočtu města F-M","2011-06-06","12:13:16"
"453450",4,"4k Peněžitý vklad města ve výši 600.000,-Kč do obchodní společnosti KIC Odpady, a.s., se sídlem Ostrava …","2011-06-06","12:13:52"
"453451",4,"4l Návrh na uzavření smluv o poskytnutí neinv. dotací z rozp. města a návrh na uzavření dodatku ke smlouvě …     ","2011-06-06","12:14:27"
"453452",4,"4m Návrh na uzavření smlouvy o poskytnutí neinvestiční dotace ze sportovního fondu na rok 2011     ","2011-06-06","12:15:00"
"453453",4,"4n Smlouva o poskytnutí neinv. dotace z rozpočtu města na realizaci projektu ","2011-06-06","12:15:35"
"453454",4,"4o Návrh na uzavření smluv o poskytnutí neinvestičních dotací z Fondu prevence kriminality pro rok 2011","2011-06-06","12:16:06"
"453455",4,"4p Návrh na uzavření smlouvy o nabytí l akcie spol. FS, a.s. a zvýšení majetkové účasti města v této spol. ","2011-06-06","12:16:40"
"453456",4,"4r  Návrh rozpočtového výhledu statutárního města Frýdek-Místek na léta 2012-2013","2011-06-06","12:17:13"
"453457",4,"5a Hospodaření s majetkem statutárního města - nabytí, prodej, darování a směna nemovitostí ","2011-06-06","12:17:51"
"453458",4,"5b Poskytnutí příspěvku z Fondu pomoci občanům st. města F-M dotčeným výstavbou komunikace R/48 …","2011-06-06","12:18:47"
"453459",4,"Revokace hlasování k mat 5a","2011-06-06","12:24:25"
"453460",4,"5a Část I. - body č. 1 - 51","2011-06-06","12:25:00"
"453461",4,"5a Část II. - body č. 52 - 54","2011-06-06","12:25:26"
"453462",4,"Revokace hlasování k mat 5b","2011-06-06","12:25:59"
"453463",4,"5b Poskytnutí příspěvku z Fondu pomoci občanům st. města F-M dotčeným výstavbou komunikace R/48 …","2011-06-06","12:26:24"
"453464",4,"Část I. - body č. 1 - 8","2011-06-06","12:28:22"
"453465",4,"Část II. - body č. 9 - 11","2011-06-06","12:28:46"
"453466",4,"Hlasování o dodatku 1 a 2","2011-06-06","12:29:22"
"453467",4,"5d Využití nebytových prostor nacházejících se v objektech v majetku st. města Frýdek-Místek v roce 2010","2011-06-06","12:30:11"
"453468",4,"5e Prodej objektů bez č.p./č.e., Růžový pahorek, č.p. 1146, tř. T. G. Masaryka, vše k.ú. Frýdek a objektů …","2011-06-06","12:32:14"
"453469",4,"6a  Návrh na pořízení změny územního plánu a rozhodnutí o pořízení Změny č. 2 Územního plánu F-M","2011-06-06","12:34:50"
"453470",4,"6b  Zpráva č. 38 o postupu přípravy a výstavby silnice I/48 ","2011-06-06","12:47:19"
"453471",4,"8a  OZV č…./2011 o stanovení podmínek provozování taxislužby na území statutárního města Frýdku-Místku","2011-06-06","12:48:12"
"453472",4,"9a Schválení zřizovací listiny p. o. Základní škola a mateřská škola Frýdek-Místek, El. Krásnohorské 2254","2011-06-06","12:49:01"
"453473",4,"9b Schválení dodatku č. 1 ke zřizovací listině p. o. Základní umělecká škola Frýdek-Místek, Hlavní třída 11","2011-06-06","12:49:39"
"453474",4,"10a  Zásady pro poskytování cestovních náhrad členům Zastupitelstva města Frýdku-Místku","2011-06-06","12:50:31"
"453475",4,"10b  Pověření politika Projektu Zdravé město a místní Agendy 21","2011-06-06","12:51:07"
"453476",4,"3. vystoupení p. Zbranka","2011-06-06","15:06:58"
"453477",4,"3. vystoupení Ing. Konůpky","2011-06-06","15:09:43"
"453481",5,"Hlasování o návrhu p. Merty bod č. 6 - představení ředitelky p. Adamové","2011-09-05","08:13:05"
"453482",5,"Hlasování o návrhu Ing. Konůpky zařadit informaci o petici zaměstnanců knihovny jako bod 9d","2011-09-05","08:13:33"
"453483",5,"Hlasování o návrhu Ing. Kučíka bod 11 a 12 zařadit jako bod 4 a 5","2011-09-05","08:13:59"
"453484",5,"Hlasování o doplnění programu o dodatek k mat. 4a, dodatek k mat. 5a, předřazení 4b před 4a, doplnění 9a","2011-09-05","08:14:28"
"453485",5,"Hlasování o celém návrhu programu vč. doplnění","2011-09-05","08:15:05"
"453486",5,"Hlasování o ověřovatelích zápisu - p. Machala , Ing. Adamus                                                                                                                 ","2011-09-05","08:16:22"
"453487",5,"Návrh na předsedu volební komise - Ing. Jaroslav Chýlek, MBA","2011-09-05","08:17:58"
"453488",5,"Návrh na členy volební komise - MUDr. Adamec, MUDr. Přádka","2011-09-05","08:19:13"
"453489",5,"*3.  Slib nových členů  Zastupitelstva města F-M - hlasování o předneseném návrhu na usnesení               ","2011-09-05","08:25:33"
"453490",5,"MUDr. Ing. Přádka - 3.  vystoupení","2011-09-05","09:23:40"
"453491",5,"4b Rozhodnutí o uzavření smlouvy o úvěru č. 1382/11/5631","2011-09-05","09:24:37"
"453492",5,"4a Návrh 3. změny rozpočtu st. města FM pro rok 2011 prováděné ZM formou rozp. opatření  č. 67 - 98","2011-09-05","09:28:35"
"453493",5,"4c Návrh na uzavření smlouvy o poskytnutí neinvestiční dotace z rozpočtu st. města F-M pro r. 2011 - OKP","2011-09-05","09:29:08"
"453494",5,"4d Návrh na uzavření smluv o poskytnutí neinv. dotace a neinv. příspěvku z kulturního fondu na rok 2011","2011-09-05","09:29:40"
"453495",5,"4e bod 1","2011-09-05","09:59:55"
"453496",5,"4e bod 2","2011-09-05","10:00:16"
"453497",5,"4f  Návrh na uzavření smlouvy o poskytnutí neinvestiční dotace z rozpočtu města na rok 2011 - Odbor ŠKMaT","2011-09-05","10:18:53"
"453498",5,"4g Poskytnutí příspěvku z Fondu pomoci občanům st. města F-M dotčeným výstavbou komunikace R/48 … ","2011-09-05","10:19:30"
"453499",5,"4h Návrh na uzavření smlouvy o poskytnutí neinv. dotace z rozpočtu st. města F-M pro r. 2011 - OSS","2011-09-05","10:20:05"
"453500",5,"4i Návrh na uzavření Dodatku č. 1 ke smlouvě o poskytnutí invest. dotace Nemocnici ve F-M, z rozpočtu … ","2011-09-05","10:21:20"
"453501",5,"4j Uzavření darovací smlouvy mezi St. městem F-M a ČR Krajským ředitelstvím policie MK                  ","2011-09-05","10:24:50"
"453502",5,"Část I. - body 1 - 29 - mimo bod 22","2011-09-05","10:32:25"
"453503",5,"Část II. - bod 30","2011-09-05","10:32:51"
"453504",5,"Část III. - bod 31","2011-09-05","10:33:15"
"453505",5,"Část IV. - bod 32","2011-09-05","10:33:43"
"453506",5,"3. vystoupení p. Merty","2011-09-05","11:37:02"
"453507",5,"Návrh Ing. Špetly stáhnout bod 1 v části II. z jednání - dům č.p. 882 - změna programu","2011-09-05","11:47:04"
"453508",5,"5b část I. vyřazení","2011-09-05","11:47:49"
"453509",5,"5b bod 1 část II. - dům č.p. 882","2011-09-05","11:48:33"
"453510",5,"prohlášení hlasování za zmatečné - 5b bod 1 část II. - dům č.p. 882","2011-09-05","11:51:49"
