"id","legislative_session:number","motion:title","start_date","start_time"
"454201",2,"Návrh na předsedu volební komise - Ing. Jaroslav Chýlek, MBA","2014-12-15","08:21:15"
"454202",2,"Návrh na členy volební komise - p. Řehová","2014-12-15","08:23:30"
"454203",2,"Návrh na členy volební komise - p. Machala","2014-12-15","08:24:00"
"454204",2,"2a Návrh 5. změny rozpočtu st. města F-M pro r. 2014 prováděné ZM formou RO č. 95 - 132 + dodatky","2014-12-15","08:28:10"
"454205",2,"2b Návrh na uzavření Dodatku č. 1 ke Smlouvě o poskytnutí neinvestiční dotace pro rok 2014 - finanční odbor","2014-12-15","08:29:34"
"454206",2,"2c Návrh na uzavření dodatku č. 1 ke sml. o poskytnutí neinv. dotace z fondu prevence kriminality na rok 2014","2014-12-15","08:30:35"
"454207",2,"2d Návrh na uzavření smluv o poskytnutí neinvestiční dotace z Fondu prevence kriminality pro rok 2014","2014-12-15","08:31:39"
"454208",2,"2e Návrh na uzavření smluv o poskytnutí neinvestičních dotací z rozpočtu města na rok 2014 + dodatek","2014-12-15","08:32:49"
"454209",2,"2f  Návrh rozpočtu statutárního města Frýdek-Místek pro rok 2015vč. pozměňujícího návrhu č. 1 a 2","2014-12-15","09:00:53"
"454210",2,"2g Návrh na uzavření Smlouvy o neinv. dotaci na vyrovnávací platbu za poskytování služeb obecného","2014-12-15","09:02:09"
"454211",2,"2h Návrh na uzavření smluv o poskytnutí neinvestičních dotací z Centra sportu na rok 2015","2014-12-15","09:05:28"
"454212",2,"2i Návrh na uzavření smluv o poskytnutí neinvestičních dotací z rozpočtu města na rok 2015 - Odbor ŠKMaT","2014-12-15","09:06:16"
"454213",2,"2j Schválení žádosti o zařazení do dotačního programu Podpora terénní práce 2015 a schválení finanční","2014-12-15","09:07:25"
"454214",2,"2k  Návrh na vyhlášení dotačních programů na podporu projektů v oblasti zdravotnictví pro rok 2015","2014-12-15","09:08:27"
"454215",2,"2l  Návrh na uzavření smluv o poskytnutí neinvestičních dotací - odbor sociálních služeb","2014-12-15","09:09:24"
"454216",2,"2m Návrh na uzavření smluv o poskytnutí neinv. dotací z rozpočtu města na rok 2015 - odbor sociálních služeb","2014-12-15","09:10:19"
"454217",2,"2n  Návrh rozpočtového výhledu statutárního města Frýdek-Místek na léta  2016-2018","2014-12-15","09:23:37"
"454218",2,"2o  Zrušení usnesení č. 20/II/2h/2.9 z 20. zasedání ZM F-M, konaného dne 25. 8. 2014","2014-12-15","09:24:49"
"454219",2,"3a Hospodaření s majetkem statutárního města - nabytí nemovitostí, zřízení věcného břemene, dohoda","2014-12-15","09:25:56"
"454220",2,"3b Plán financování obnovy vodovodů a kanalizací v majetku st. města F-M na období 2014-2023","2014-12-15","09:29:06"
"454221",2,"4a Rozhodnutí o návrzích  na pořízení změny Územního plánu Frýdku-Místku a určení zastupitele pro","2014-12-15","09:30:09"
"454222",2,"4b Zpráva o postupu výstavby Haly Polárka za období 09-11/2014","2014-12-15","09:38:59"
"454223",2,"4c Zpráva č. 52 o postupu přípravy a výstavby silnice I/48","2014-12-15","09:57:44"
"454224",2,"6a OZV č. xx/2014 o systému shromažďování, sběru, přepravy, třídění, využívání a odstraňování komun","2014-12-15","10:33:13"
"454225",2,"Návrh na předsedu FV - p. Libor Koval","2014-12-15","10:36:24"
"454226",2,"7b Návrh na složení osadních výborů v částech města Frýdku-Místku na volební období 2014-2018","2014-12-15","10:43:31"
"454227",2,"7c Harmonogram schůzí RMFM na 1. pololetí 2015 a návrh harmonogramu zasedání ZM F-M  na rok 2015","2014-12-15","10:44:26"
"454228",2,"7d Stanovení paušální částky neuvolněným členům zastupitelstva města, kteří nejsou v pracov.  nebo jiném","2014-12-15","10:45:25"
"454229",2,"7e Zásady pro odměňování za výkon funkcí v zastupitelstvu města, radě města, v komisích RM a výborech","2014-12-15","10:46:18"
"454230",2,"7f  Delegace zástupců st. města F-M na valné hromady a do dozorčí rady společnosti KIC Odpady, a.s.","2014-12-15","10:47:10"
"454231",2,"7g Delegace zástupce statutárního města Frýdku-Místku na valné hromady Frýdecké skládky a.s.","2014-12-15","10:48:05"
"454232",2,"7h  Návrh plánu kontrol kontrolního výboru zastupitelstva na I. čtvrtletí 2015","2014-12-15","10:48:56"
"454233",2,"8a Kontrola usnesení a připomínek  ze zasedání ZMFM za uplynulé období","2014-12-15","10:49:55"
"454234",2,"3. vystoupení Ing. Kajzara","2014-12-15","11:11:49"
"454235",2,"9a Zpráva o činnosti Rady města  Frýdku-Místku od posledního zasedání Zastupitelstva města Frýdku-Místku","2014-12-15","11:14:07"
"454236",2,"Návrh na ukončení diskuse","2014-12-15","11:52:53"
"454237",2,"3. vystoupení Ing. MUDr. Přádky","2014-12-15","11:53:33"
"454246",3,"Návrh p. Pobuckého zařadit do programu bod 2 ,3, 4, 5","2015-02-06","08:07:45"
"454247",3,"Hlasování o ověřovatelích zápisu -  p. Gaj","2015-02-06","08:10:24"
"454248",3,"Hlasování o ověřovatelích zápisu -p Slezák","2015-02-06","08:11:07"
"454249",3,"Návrh na tříčlenné složení volební komise a všechny volby na zasedání aklamací","2015-02-06","08:13:00"
"454250",3,"Návrh na předsedu volební komise - Ing. Chýlek","2015-02-06","08:14:51"
"454251",3,"Návrh na členy volební komise - p. Chlebek","2015-02-06","08:16:59"
"454252",3,"Návrh na členy volební komise - p. Míček","2015-02-06","08:17:35"
"454253",3,"Návrh na členy volební komise - p. Přádka","2015-02-06","08:18:01"
"454254",3,"Odvolání primátora st. města F-M Ing. Vrbaty","2015-02-06","08:43:58"
"454255",3,"Volba primátora SMFM - Mgr. Pobucký, DiS.","2015-02-06","08:47:30"
"454256",3,"Odvolání náměstka primátora - p. Gaje","2015-02-06","08:49:08"
"454257",3,"Návrh na náměstka primátora - Ing. Kajzara","2015-02-06","08:52:00"
"454258",3,"Návrh na náměstka primátora - p. Kovala","2015-02-06","08:52:47"
"454259",3,"3. vystoupení p. Urbana","2015-02-06","09:21:03"
"454260",3,"3. vystoupení p. Míčka","2015-02-06","09:24:10"
"454261",3,"Odvolání člena RM - p. Horký","2015-02-06","09:26:10"
"454262",3,"Odvolání člena RM - p. Míček","2015-02-06","09:26:43"
"454263",3,"Odvolání člena RM - p. Otipka","2015-02-06","09:27:19"
"454264",3,"Odvolání člena RM - p. Richtrová","2015-02-06","09:27:53"
"454265",3,"Odvolání člena RM - p. Valach","2015-02-06","09:28:31"
"454266",3,"Návrh na člena RM - p. Řehová","2015-02-06","09:33:12"
"454267",3,"Návrh na člena RM - p. Schaferová","2015-02-06","09:33:49"
"454268",3,"Návrh na člena RM - p. Sikora","2015-02-06","09:34:30"
"454269",3,"Návrh na člena RM - p. Šebestová","2015-02-06","09:35:08"
"454270",3,"Návrh na člena RM - p. Šimoňák ","2015-02-06","09:35:46"
"454271",3,"Návrh na člena RM - p. Varcholová","2015-02-06","09:36:24"
"454272",3,"Návrh na člena RM - p. Zbranek","2015-02-06","09:37:00"
"454273",3,"Návrh na doplnění programu - 4b Stanovení počtu dlouhodobě uvol. členů ZMFM a počtu členů RM ","2015-02-06","09:38:34"
"454274",3,"Návrh na doplnění programu - 4b Stanovení počtu dlouhodobě uvol. členů ZMFM a počtu členů RM ","2015-02-06","09:39:15"
"454275",3,"Návrh na doplnění programu - 4c odvolání předsedů FV a KV","2015-02-06","09:39:44"
"454276",3,"Návrh 4d - odvolání a volba primátora a náměstků","2015-02-06","09:40:33"
"454277",3,"Návrh zařadit bod - odvolání p. Machaly, Zaorala, Deutschera","2015-02-06","09:41:44"
"454278",3,"Návrh hlasovat o každém bodu 5.1zvlášť","2015-02-06","09:45:18"
"454279",3,"5. Svěření úseků činnosti města v samostatné působnosti dlouhodobě uvol. členům ZM a členům RM …","2015-02-06","09:45:46"
"454280",3,"Návrh na diskusi bod 5b","2015-02-06","09:46:27"
"454284",4,"Návrh p. Vrbaty zařadit do programu bod 11b","2015-03-27","09:00:42"
"454285",4,"Návrh p. Řehové vyřadit z programu bod 3a","2015-03-27","09:01:45"
"454286",4,"Návrh p. Řehové zařadit do programu bod 9n","2015-03-27","09:02:41"
"454287",4,"Návrh p. Bártka zařadit do programu bod 1f","2015-03-27","09:03:18"
"454288",4,"Návrh p. Vrbaty zařadit do programu bod 11c ","2015-03-27","09:04:38"
"454289",4,"Návrh p. Míčka zařadit do programu bod 1d","2015-03-27","09:06:03"
"454290",4,"Návrh p. Míčka zařadit do programu bod 1e","2015-03-27","09:07:06"
"454291",4,"Návrh p. Gaje zařadit do programu - revokaci usnesení RM č. 4/15/2015","2015-03-27","09:08:01"
"454292",4,"Návrh p. Gaje zařadit do programu bod 9o ","2015-03-27","09:09:00"
"454293",4,"Návrh p. Horkého zařadit do programu bod 1c ","2015-03-27","09:10:19"
"454294",4,"Návrh p. primátora doplnit program o dodatky k mat. č. 3a, 4a, mat. č. 3s, předřadit bod 5b","2015-03-27","09:11:46"
"454295",4,"Návrh celého programu vč. doplnění","2015-03-27","09:12:17"
"454296",4,"Hlasování o ověřovatelích zápisu - p. Chlebek","2015-03-27","09:15:13"
"454297",4,"Hlasování o ověřovatelích zápisu - Ing. Chýlek","2015-03-27","09:15:40"
"454298",4,"3. vystoupení p. Deutschera","2015-03-27","12:23:14"
"454299",4,"5b Architektonická soutěž o návrh pod názvem Rekonstrukce a modernizace kina P. Bezruče ve F-M, informace","2015-03-27","12:29:19"
"454300",4,"3. vystoupení Ing. Vrbaty","2015-03-27","15:08:25"
"454301",4,"3. vystoupení Ing. Přádky","2015-03-27","15:09:40"
"454302",4,"4. vystoupení Ing. Přádky","2015-03-27","15:44:00"
"454303",4,"4. vystoupení Ing. Vrbaty","2015-03-27","16:10:28"
"454304",4,"5. vystoupení Ing. Přádky","2015-03-27","16:23:16"
"454305",4,"5. vystoupení Ing. Vrbaty","2015-03-27","16:27:08"
"454306",4,"6. vystoupení Ing. Vrbaty","2015-03-27","16:56:23"
"454307",4,"6. vystoupení Ing. Přádky","2015-03-27","16:57:45"
"454308",4,"Hlasování o pokračování zasedání ZM po18.00 hodině","2015-03-27","17:59:15"
"454309",4,"3a  Návrh 1. změny rozpočtu st. města F-M pro r. 2015 prováděné ZM formou rozpočtových opatření č. 1-41","2015-03-27","18:24:38"
"454310",4,"3b Návrh na uzavření veřejnoprávních smluv o poskytnutí neinv. dotací z rozpočtu města na r. 2015 - FO","2015-03-27","18:25:08"
"454311",4,"Návrh Ing. Řehové - ZM rozhodlo o vyjmutí bodu 7 a 11 z bodu 3c","2015-03-27","18:29:30"
"454312",4,"3c Návrh na poskytnutí  neinv. dotací  a uzavření veřejnopr. smluv o poskytnutí neinv. dotací z dotační rezervy","2015-03-27","18:29:57"
"454313",4,"3d Návrh na uzavření smluv o poskytnutí neinvestiční dotace z Fondu prevence kriminality 2015","2015-03-27","18:30:27"
"454314",4,"3e Návrh na uzavření třech dodatků ke smlouvám o poskytnutí neinv. dotace z fondu prevence krim. na r. 2015","2015-03-27","18:30:55"
"454315",4,"3f  Návrh na poskytnutí neinv. dotací a uzavření veřejnopr. smluv o poskytnutí neinvestičních dotací z rozpočtu","2015-03-27","18:31:25"
"454316",4,"3g Návrh na poskytnutí neinv. dotací a neinv. příspěvku a uzavření veřejnopr. smluv o poskytnutí neinv. dotací","2015-03-27","18:31:59"
"454317",4,"Návrh Ing. Řehové - hlasovat zvlášť o každém bodu mat. 3h","2015-03-27","18:35:28"
"454318",4,"Návrh Bc. Míčka  - bod 4 mat. 3h hlasovat zvlášť","2015-03-27","18:36:13"
"454319",4,"3h Návrh na poskytnutí neinvestičních dotací a  uzavření veřejnoprávních smluv o poskytnutí neinv. dotací","2015-03-27","18:36:33"
"454320",4,"3i Návrh na poskytnutí neinv. dotací a příspěvků a uzavření veřejnoprávních smluv o poskytnutí neinvestičních","2015-03-27","18:37:09"
"454321",4,"3j Návrh na uzavření smlouvy o poskytnutí neinvestiční dotace z rozpočtu města v roce 2015","2015-03-27","18:37:37"
"454322",4,"3k Návrh na poskytnutí neinv. dotací a  uzavření veřejnopr. smluv o poskytnutí neinv.dotací  ze sport. fondu","2015-03-27","18:38:06"
"454323",4,"3l Veřejnoprávní smlouvy o poskytnutí investiční dotace a neinv. dotace z fondu ŽP st. města F-M na rok 2015","2015-03-27","18:38:35"
"454324",4,"3m Smlouva o poskytnutí finančního příspěvku za účelem zajištění dopravní obslužnosti na území MK","2015-03-27","18:39:05"
"454325",4,"3n  Návrh na uzavření smluv o poskytnutí neinvestičních dotací  z rozpočtu města pro rok 2015 - odbor SS ","2015-03-27","18:39:32"
"454326",4,"3o Návrh na uzavření smlouvy o poskytnutí investiční dotace z rozpočtu města pro rok 2015 - odbor SS","2015-03-27","18:40:00"
"454327",4,"3p Zrušení závazku spolufinancování projektu ","2015-03-27","18:40:24"
"454328",4,"3r  Dodatek smlouvy o poskytnutí účelové invest. dotace spol.  Sportplex Frýdek-Místek s.r.o. na úhradu","2015-03-27","18:40:55"
"454329",4,"3s Darovací smlouva se Sdružením obcí povodí Stonávky","2015-03-27","18:43:03"
"454330",4,"4a  Hospodaření s majetkem st. města - prodej a nabytí nemovitostí,   uzavření dodatku ke kupní smlouvě","2015-03-27","18:59:19"
"454331",4,"4b  Využití nebytových prostor nacházejících se v objektech v majetku st. města Frýdek-Místek v roce 2014","2015-03-27","18:59:49"
"454332",4,"4c  Zrušení usnesení ZMFM týkajících se poskytnutí příspěvků z Fondu pomoci občanům statutárního města","2015-03-27","19:00:21"
"454333",4,"5aVydání Změny  č. 3 Územního plánu Frýdku-Místku","2015-03-27","19:00:54"
"454334",4,"5c Zpráva č. 53 o postupu přípravy a výstavby silnice I/48","2015-03-27","19:01:23"
"454335",4,"6a OZV xx/2015 o systému shromažďování, sběru, přepravy, třídění, využívání a odstraňování komun. odpadů","2015-03-27","19:01:58"
"454336",4,"6b OZV č. .../2015, kterou se mění OZV č. 7/2010 o místním poplatku ze psů, ve znění obecně závazné vyhlášky","2015-03-27","19:02:52"
"454337",4,"6c Obecně závazná vyhláška č. .../2015, k trvalému označování psů a evidenci označených psů a jejich chovatelů","2015-03-27","19:03:21"
"454338",4,"6d Žádost o povolení výjimky z OZV č. 8/2011 o zákazu provozování vybraných sázkových her, loterií a jiných","2015-03-27","19:03:50"
"454339",4,"8a Dodatek č. 4 ke zřizovací listině příspěvkové organizace ZŠ a MŠ Frýdek-Místek - Skalice 192, p.o.","2015-03-27","19:04:23"
"454340",4,"8b  Dodatek č. 5 ke zřizovací listině příspěvkové organizace Penzion pro seniory Frýdek-Místek, p.o.","2015-03-27","19:04:51"
"454341",4,"9a Návrh na zřízení OV v části města F-M Panské Nové Dvory a změny ve složení OV Skalice a OV Chlebovice","2015-03-27","19:05:58"
"454342",4,"9b - bod 1","2015-03-27","19:24:43"
"454343",4,"9b - bod 2 odvolání z funkce člena Fv - p. Brucknera","2015-03-27","19:30:05"
"454344",4,"9b - bod 2 odvolání z funkce člena FV - p. Kubského","2015-03-27","19:30:43"
"454345",4,"9b - bod 2 odvolání z funkce člena FV - p. Řehovou","2015-03-27","19:31:22"
"454346",4,"9b - bod 4 odvolání z funkce člena KV - p. Hořínka","2015-03-27","19:32:30"
"454347",4,"9b - bod 4 odvolání z funkce člena KV - p. Ryšku","2015-03-27","19:33:07"
"454348",4,"9b - bod 4 odvolání z funkce člena KV - p. Valacha","2015-03-27","19:33:41"
"454349",4,"3 členné složení volební komise a její volbu aklamací","2015-03-27","19:34:50"
"454350",4,"předseda vol. komise Mgr. Pobucký, DiS. ","2015-03-27","19:35:58"
"454351",4,"člen vol. komise - p. Gaj","2015-03-27","19:37:05"
"454352",4,"člen vol. komise - Ing. Přádka","2015-03-27","19:37:29"
"454353",4,"člen vol. komise - p. Schaferová","2015-03-27","19:37:52"
"454354",4,"člen FV - p. Pikna","2015-03-27","19:39:23"
"454355",4,"9c  Návrh plánu kontrol kontrolního výboru zastupitelstva na rok 2015","2015-03-27","19:43:59"
"454356",4,"9d Zastupování statutárního města Frýdku-Místku v Dobrovolném svazku obcí Olešná","2015-03-27","19:46:27"
"454357",4,"9d Zastupování statutárního města Frýdku-Místku v Dobrovolném svazku obcí Olešná","2015-03-27","19:47:27"
"454358",4,"9e Změna delegace zástupců st. města F-M na valné hromady a do dozorčí rady společnosti KIC Odpady, a.s.","2015-03-27","19:48:04"
"454359",4,"9f  Program prevence kriminality na rok 2015","2015-03-27","19:48:28"
"454360",4,"9g  Strategie protidrogové politiky města Frýdek-Místek na období 2015-2020","2015-03-27","19:48:57"
"454361",4,"9h Zpracování ekonomické analýzy záměru založení městského dopravního podniku","2015-03-27","19:49:23"
"454362",4,"3. vystoupení p. Horkého","2015-03-27","20:01:08"
"454363",4,"3. vystoupení Ing. Řehové","2015-03-27","20:05:18"
"454364",4,"9i  Zpráva o činnosti finančního výboru za rok 2014","2015-03-27","20:06:21"
"454365",4,"9j  Zpráva z kontroly revizní komise Dobrovolného svazku obcí ","2015-03-27","20:06:47"
"454366",4,"9k Návrh na stanovení výše finančních darů za výkon funkcí v komisích rady města a výborech zastupitelstva","2015-03-27","20:11:30"
"454367",4,"9l Zásady pro odměňování za výkon funkcí v zastupitelstvu města, radě města, v komisích rady města","2015-03-27","20:12:07"
"454368",4,"9m Členství statutárního města Frýdku-Místku v Národní síti Zdravých měst ČR","2015-03-27","20:14:26"
"454369",4,"10a Kontrola usnesení a připomínek  ze zasedání ZMFM za uplynulé období","2015-03-27","20:14:55"
"454370",4,"11a  Zpráva o činnosti Rady města  Frýdku-Místku za uplynulé období","2015-03-27","20:27:35"
"454371",4,"Návrh p. Slezáka na ukončení diskuse","2015-03-27","20:41:18"
"454372",4,"Návrh Ing. Richtrové - změna účelu použití u smlouvy bodu 3b - vyjmout (lžičky, záclonky, .) ","2015-03-27","21:15:09"
"454374",5,"Návrh celého programu vč. doplnění","2015-06-08","08:31:48"
"454375",5,"Hlasování o ověřovatelích zápisu - p. Šimoňák","2015-06-08","08:33:14"
"454376",5,"Hlasování o ověřovatelích zápisu - p. Kozák","2015-06-08","08:33:43"
"454377",5,"Vystoupení Ing. Konůpky","2015-06-08","08:42:57"
"454378",5,"3a pozměňující návrh p. Kališe - čl. 8, bod 8 ponechat původní znění","2015-06-08","08:52:40"
"454379",5,"3a   Jednací  řád Zastupitelstva města Frýdku-Místku","2015-06-08","08:53:24"
"454380",5,"4a Návrh na schválení účetní závěrky včetně výsledku hospodaření st. města F-M za účetní období r. 2014","2015-06-08","08:55:09"
"454381",5,"4b Závěrečný účet statutárního města Frýdek-Místek za rok 2014","2015-06-08","08:55:51"
"454382",5,"4c Závěrečný účet Dobrovolného svazku obcí Olešná za rok 2014","2015-06-08","08:56:20"
"454383",5,"Ukončení diskuse u bodu 4c2","2015-06-08","09:31:38"
"454384",5,"4c2 Zneužití finančních prostředků města pro polit. propagaci hnutí ANO","2015-06-08","09:32:34"
"454385",5,"4d Návrh 2. změny rozpočtu st. města F-M pro r. 2015 prováděné ZM formou rozp. opatření č. 43 - 66 + dodatek","2015-06-08","09:38:13"
"454386",5,"4e Návrh na poskytnutí neinv. dotací a uzavření veřejnopr. smluv o poskytnutí neinv. dotací z rozpočtu města","2015-06-08","10:03:46"
"454387",5,"4f  Návrh na poskytnutí neinvestičních dotací a uzavření smluv o poskytnutí neinvestičních dotací z rozpočtu","2015-06-08","10:04:18"
"454388",5,"4g Návrh na poskytnutí neinv. příspěvků a uzavření smluv o poskytnutí neinv. příspěvků z fondu výchovy","2015-06-08","10:05:22"
"454389",5,"4h Memorandum o záměru","2015-06-08","10:11:50"
"454390",5,"Hlasování o přestávce","2015-06-08","10:13:00"
"454391",5,"4i Návrh na uzavření smluv o poskytnutí neinv. dotací z rozpočtu st. města F-M na podporu projektů ve zdrav","2015-06-08","10:18:42"
"454392",5,"4j Návrh na uzavření smlouvy o poskytnutí neinv. dotace z rozpočtu st. města F-M pro Nemocnici ve F-M","2015-06-08","10:19:17"
"454393",5,"4k Návrh na uzavření smlouvy o poskytnutí vyrovnávací platby za závazek veřejné služby na rok 2015 - OSS","2015-06-08","10:19:48"
"454394",5,"4l Návrh na poskytnutí neinv. dotace a uzavření smlouvy o poskytnutí neinv. dotace z rozpočtu města pro r. 2015","2015-06-08","10:20:20"
"454395",5,"4m Zrušení ","2015-06-08","10:20:52"
"454396",5,"4n Veřejnoprávní smlouvy o poskytnutí neinv. dotace z fondu životního prostředí st. města F-M na rok 2015","2015-06-08","10:21:22"
"454397",5,"4o Návrh na poskytnutí  neinv. dotací a uzavření veřejnopr. smluv o poskytnutí neinv. dotací  z dotační rezervy","2015-06-08","10:21:53"
"454398",5,"4p Návrh na uzavření smluv o poskytnutí neinvestičních dotací z fondu regenerace města Fr-M pro rok 2015","2015-06-08","10:22:30"
"454399",5,"4r Návrh na uzavření třech dodatků ke smlouvám o poskytnutí neinvestiční dotace z fondu prevence kriminality","2015-06-08","10:23:05"
"454400",5,"5a - část I. a II.","2015-06-08","10:24:10"
"454401",5,"5a - část III., body č. 36","2015-06-08","10:24:39"
"454402",5,"3. vystoupení p. Přádky","2015-06-08","10:47:22"
"454403",5,"6a  Zpráva č. 54 o postupu přípravy a výstavby silnice I/48","2015-06-08","10:52:22"
"454404",5,"6b  Rozhodnutí o návrzích  na pořízení změny Územního plánu F-M a rozhodnutí o pořízení Změny č. 4","2015-06-08","10:55:39"
"454405",5,"8a Zrušení statutů fondů a zmocnění rady města k vyhlašování dotačních programů","2015-06-08","10:58:19"
"454406",5,"8b Delegování zástupců st. města F-M na jednání valné hromady a jiná jednání Asociace měst pro cyklisty","2015-06-08","10:58:47"
"454407",5,"8c Výpověď Memoranda o spolupráci","2015-06-08","10:59:11"
"454408",5,"8d Členství ve Sdružení pro rozvoj Moravskoslezského kraje","2015-06-08","10:59:37"
